TargetID	MF1	MF1-2	MF3	MF3-2	MF6	MF6-2	A1	B1	C1	D1	E1
LOC100131381	4.3	8.1	0.0	1.1	3.1	8.0	6.0	4.8	1.9	5.0	6.7
LOC100131387	3346.5	3605.8	5489.6	5684.1	4159.9	4275.7	2564.0	3337.8	2595.4	3259.5	4304.4
LOC100131389	1.2	4.3	4.9	3.4	0.2	3.0	2.6	5.0	2.2	1.3	1.9
LOC100131390	4.5	1.9	4.4	16.1	3.7	1.0	3.4	0.0	5.6	5.5	2.8
LOC100131391	79.0	91.6	75.5	67.6	1.6	2.4	8.4	13.3	0.0	0.7	1.9
LOC100131452	13.8	3.9	1.8	5.0	13.8	1.9	15.5	20.4	18.0	12.1	5.0
LOC100131460	1.9	12.1	4.9	8.3	15.1	7.7	4.2	3.5	10.7	6.5	4.0
LOC100131480	4.4	11.8	1.3	0.0	2.4	2.0	3.6	1.6	6.6	5.0	1.6
LOC100131510	7.1	6.1	5.0	13.2	12.6	7.6	3.5	1.7	5.9	8.7	4.4
LOC100131512	4.8	2.9	0.7	8.5	3.2	2.7	3.9	5.8	7.3	4.0	2.4
LOC100131526	107.3	99.6	144.5	174.5	299.9	124.2	191.7	144.5	226.8	145.7	182.4
LOC100131530	7.3	5.4	5.9	8.8	6.0	5.4	0.0	2.5	0.0	5.5	4.1
LOC100131531	384.1	424.5	473.2	392.0	453.0	537.4	386.1	430.1	413.6	370.8	485.7
LOC100131541	21.1	21.0	15.4	15.9	17.1	6.4	22.3	23.3	27.0	32.3	19.1
LOC100131572	64.0	50.3	205.6	189.7	160.4	91.8	192.6	219.7	588.5	180.1	479.5
LOC100131608	2.7	6.4	2.0	5.2	5.3	2.5	5.8	0.3	2.0	5.6	1.3
LOC100131609	911.2	892.5	465.2	381.9	323.5	1009.1	71.2	1054.8	105.3	1064.2	1204.2
LOC100131643	4.4	4.9	13.3	3.4	3.4	2.4	4.7	5.1	7.1	3.0	5.4
LOC100131655	12.7	3.1	12.9	11.6	3.8	6.9	6.4	16.2	0.0	10.0	1.9
LOC100131658	4.6	1.3	3.7	3.2	3.2	2.4	0.8	0.6	0.8	5.9	2.3
LOC100131662	3.5	0.0	16.3	25.2	3.4	0.8	6.0	14.5	7.8	21.4	12.4
LOC100131672	137.8	123.0	231.7	245.6	234.4	160.2	251.7	202.3	625.7	266.7	330.4
LOC100131675	2.9	15.1	7.7	11.5	10.9	9.7	6.7	0.0	12.9	3.3	5.8
LOC100131683	6.0	8.5	5.5	6.3	0.0	4.9	6.2	3.6	4.3	2.7	1.5
LOC100131691	2.2	2.1	1.9	3.7	7.9	3.3	0.0	4.3	5.4	0.7	1.9
LOC100131699	6.7	10.4	0.6	1.0	1.9	6.7	3.0	4.3	2.0	5.4	5.8
LOC100131713	1630.7	1697.6	2352.0	2505.4	2270.7	1515.5	2093.3	1575.8	1753.0	1963.9	1682.1
LOC100131718	395.4	358.2	111.8	157.2	358.2	127.9	210.7	401.4	274.9	293.3	351.4
LOC100131722	4.1	6.1	2.8	2.1	6.2	2.5	4.6	4.2	4.2	2.1	1.7
LOC100131727	8.9	0.0	7.7	9.7	8.6	7.7	6.0	1.0	5.2	4.5	4.7
LOC100131733	6.5	6.5	8.4	6.6	6.1	2.9	3.5	0.9	6.1	0.4	0.0
LOC100131735	165.1	184.5	206.6	194.0	118.3	217.4	47.2	184.1	62.3	188.4	225.2
LOC100131737	4.5	10.6	14.4	5.2	7.7	16.0	4.5	28.5	7.0	9.6	25.0
LOC100131744	10.9	23.7	13.5	9.2	9.1	5.6	0.6	2.3	2.7	7.5	4.0
LOC100131767	9.4	13.1	12.8	10.4	10.2	4.3	15.4	0.0	10.4	6.6	7.8
LOC100131768	1.0	5.0	20.1	17.5	0.0	8.3	11.4	10.0	16.2	13.2	1.9
LOC100131785	231.3	266.3	214.5	217.1	453.7	270.6	260.0	264.2	268.5	184.1	260.8
LOC100131786	13.9	15.5	10.7	1.5	15.9	3.2	17.7	5.1	30.4	15.2	5.5
LOC100131787	188.8	238.0	448.7	647.5	471.2	249.6	297.8	313.0	530.9	249.7	418.3
LOC100131801	1133.6	1233.2	1360.6	1516.2	1412.6	1318.4	865.3	1167.0	1010.9	907.6	1183.1
LOC100131810	3.1	7.0	4.2	0.1	0.2	5.6	5.8	7.1	0.8	1.4	4.8
LOC100131831	10.4	1.2	7.6	2.7	10.1	7.5	5.6	10.1	3.1	4.9	9.8
LOC100131835	53.3	39.8	7.7	14.3	29.5	8.6	19.3	21.8	20.3	24.1	4.9
LOC100131850	10.5	7.9	16.3	2.6	7.1	3.7	9.4	1.5	7.1	7.8	10.0
LOC100131856	10.6	1.2	14.7	8.3	12.3	4.4	8.9	1.6	10.6	5.4	11.8
LOC100131859	26.1	26.8	25.0	24.6	69.5	50.0	32.4	42.9	51.9	34.8	42.7
LOC100131866	59.6	62.6	87.9	102.0	98.7	64.0	71.7	75.0	80.0	103.9	125.7
LOC100131894	2.8	1.1	8.3	4.9	2.3	3.4	3.5	3.4	9.9	3.0	3.6
LOC100131905	2603.1	2920.1	3110.5	3293.3	752.7	3225.7	1489.9	4257.5	908.5	3041.1	4194.9
LOC100131930	0.0	2.3	4.8	8.2	6.9	5.6	8.4	4.2	5.9	6.0	15.5
LOC100131940	111.0	112.9	75.9	89.3	80.4	124.6	103.2	109.3	117.0	132.7	121.5
LOC100131967	9.5	14.5	3.7	11.7	20.4	11.2	35.8	40.0	47.7	50.3	26.1
LOC100131968	0.0	11.4	3.3	5.8	4.6	7.8	3.1	3.3	2.3	3.9	1.1
LOC100131970	0.3	6.5	16.5	24.9	0.7	7.1	11.5	5.4	7.7	9.8	5.3
LOC100131971	129.8	149.8	64.5	48.4	64.9	60.3	50.0	39.3	131.1	313.2	388.7
LOC100131980	4.4	3.8	2.3	12.9	9.7	9.1	3.6	1.5	0.6	8.5	11.2
LOC100131989	263.8	323.7	81.0	89.2	166.5	68.3	161.8	266.6	228.8	241.7	161.2
LOC100132011	14.4	11.5	0.0	14.1	12.1	6.0	7.6	1.8	8.4	6.3	16.2
LOC100132032	16.6	15.9	20.0	29.1	25.3	18.7	21.0	11.6	28.0	10.0	18.6
LOC100132033	2.3	6.9	6.6	1.5	5.1	1.4	4.2	0.2	1.2	2.4	1.5
LOC100132037	232.0	271.6	457.6	491.8	407.2	276.3	301.6	488.1	496.6	309.2	587.1
LOC100132086	6.4	1.7	4.0	5.1	6.4	8.2	5.4	3.9	9.3	7.4	8.5
LOC100132096	1.4	9.7	7.8	2.1	1.7	4.1	10.8	5.6	15.3	4.6	9.3
LOC100132106	12.0	6.8	21.9	16.7	12.3	8.0	8.1	21.5	10.8	12.6	8.4
LOC100132107	4.1	4.1	1.0	2.2	6.4	0.8	8.4	3.3	4.4	3.1	2.5
LOC100132112	69.2	73.9	36.1	24.3	24.0	34.9	72.9	147.9	66.6	53.6	62.2
LOC100132119	2.6	0.0	7.5	4.6	0.6	7.2	5.0	3.6	15.0	3.1	7.2
LOC100132139	8.5	13.7	9.3	2.1	11.8	9.0	15.8	2.7	0.0	7.4	2.7
LOC100132199	52.4	64.2	88.4	106.7	84.0	78.7	41.0	73.0	77.8	70.0	126.4
LOC100132213	17.9	28.0	26.7	19.9	26.2	12.4	16.2	10.7	8.0	7.2	6.9
LOC100132228	9.1	4.5	4.2	1.9	0.9	6.2	4.4	0.0	5.9	1.0	2.8
LOC100132247	940.6	964.4	559.5	443.2	178.0	224.5	180.5	822.7	643.9	379.2	767.9
LOC100132266	10.1	14.3	18.7	10.9	9.8	3.6	5.8	0.0	7.8	8.3	1.4
LOC100132289	35.5	25.7	114.1	82.5	5.9	58.6	19.0	62.7	20.5	22.8	33.2
LOC100132291	2130.4	2524.9	4945.5	4694.2	4504.2	3020.3	4334.5	3463.7	5140.7	3372.0	4538.8
LOC100132299	79.5	79.7	108.0	88.4	36.7	86.2	62.9	72.2	61.3	70.1	113.0
LOC100132302	3.7	2.2	8.8	9.5	9.2	11.0	8.9	3.6	6.3	5.8	0.0
LOC100132308	0.0	4.4	2.9	4.0	5.3	8.9	6.8	9.0	14.1	8.3	0.0
LOC100132323	42.7	40.8	8.0	6.6	22.2	8.8	26.5	31.8	28.9	39.1	18.4
LOC100132324	26.7	47.3	26.8	33.0	60.3	29.2	26.0	50.4	18.6	25.8	32.5
LOC100132329	3.7	0.0	5.1	3.9	8.3	3.5	4.5	5.8	6.2	2.3	7.0
LOC100132345	2.9	1.4	9.8	13.1	0.0	6.2	5.2	0.8	9.4	11.3	15.6
LOC100132347	9.8	12.3	14.5	15.5	18.9	10.6	11.8	20.4	20.4	16.4	18.3
LOC100132352	10.5	8.4	6.4	3.1	5.5	9.4	2.6	6.8	0.2	16.0	13.1
LOC100132369	8.6	11.4	13.6	9.5	9.4	7.8	14.2	10.0	6.1	5.7	7.4
LOC100132391	1140.3	1061.4	538.1	641.6	869.3	328.4	1144.1	1473.7	1714.1	1670.5	1133.6
LOC100132395	11.3	10.3	23.2	17.3	47.7	27.3	33.1	39.1	34.7	52.0	45.8
LOC100132413	5.5	3.5	8.8	13.3	6.6	9.0	5.9	5.9	8.8	1.6	8.8
LOC100132418	57.9	42.3	30.3	43.2	36.6	49.4	23.8	43.2	24.0	30.7	43.0
LOC100132425	17.1	13.0	33.9	27.8	56.5	41.6	28.2	18.3	18.5	18.1	18.9
LOC100132428	11.2	4.4	1.3	2.9	8.7	4.8	3.6	9.3	5.4	10.7	0.7
LOC100132439	6.9	5.9	2.8	0.0	13.8	4.7	8.3	5.9	1.4	6.6	4.9
LOC100132444	19.5	17.3	6.0	22.6	19.2	29.1	15.6	12.6	27.4	12.3	23.0
LOC100132456	6.5	5.9	10.4	4.0	1.2	4.0	6.4	2.2	0.2	7.8	1.4
LOC100132457	301.6	315.1	508.7	618.3	1044.4	742.5	469.4	349.6	442.1	254.1	379.2
LOC100132475	5.5	9.0	16.0	13.9	2.9	0.9	6.3	0.7	3.3	4.6	11.0
LOC100132485	6.6	2.8	8.8	8.5	8.2	0.6	3.4	0.0	1.3	5.7	4.0
LOC100132488	9511.9	9859.1	9755.8	9221.2	9421.6	9804.3	9511.9	9365.6	9618.9	7734.8	9618.9
LOC100132491	41.1	35.9	8.8	14.3	15.1	19.2	49.6	105.8	56.6	28.7	36.2
LOC100132493	5.4	2.0	3.1	0.5	2.4	1.6	0.3	6.6	2.4	4.6	5.9
LOC100132496	2.5	4.7	8.0	7.3	4.3	6.3	3.8	2.3	0.0	1.7	5.9
LOC100132499	24.8	27.3	59.5	59.5	82.3	141.6	42.3	139.0	42.4	144.0	194.5
LOC100132503	13.5	10.1	36.2	5.4	25.2	11.9	14.8	1.9	13.0	10.9	9.2
LOC100132510	11.1	14.2	19.3	20.4	28.6	40.4	28.5	34.1	21.4	27.7	32.1
LOC100132513	10.7	6.0	4.4	9.8	9.3	5.9	11.1	7.5	8.7	7.1	8.9
LOC100132526	8.7	7.3	8.5	0.0	6.1	3.7	8.4	6.0	10.8	6.6	2.6
LOC100132528	386.0	419.6	203.5	179.0	147.3	402.2	28.4	418.7	55.2	513.7	578.9
LOC100132535	8.3	11.6	5.6	11.2	13.8	8.9	11.3	2.9	9.1	7.2	16.3
LOC100132547	165.2	158.4	270.6	268.9	458.9	201.9	305.3	201.4	396.9	239.4	371.9
LOC100132549	1.3	4.0	10.2	5.0	5.2	3.4	7.2	3.6	3.2	5.7	11.7
LOC100132565	10.7	5.9	9.8	23.6	8.6	12.1	12.2	9.3	6.6	5.7	9.3
LOC100132585	547.6	530.1	197.0	253.8	385.8	106.3	373.2	559.3	623.0	692.5	407.4
LOC100132593	9296.4	9421.6	8216.3	8017.1	9648.6	7734.8	9025.7	8602.3	9221.2	7907.4	8743.1
LOC100132652	10.8	9.2	20.2	17.8	12.0	7.9	12.9	10.0	8.6	10.8	9.2
LOC100132658	41.7	48.6	75.6	91.0	66.0	74.6	54.4	67.4	71.1	94.4	85.0
LOC100132673	331.3	384.8	585.8	544.3	558.0	380.2	682.3	362.7	536.5	751.0	654.4
LOC100132703	5.5	4.4	2.0	5.1	8.0	9.0	2.2	12.4	17.4	0.0	3.0
LOC100132705	7.2	14.7	3.9	13.2	10.8	10.4	14.0	2.5	7.2	4.8	3.2
LOC100132707	2.0	1.3	2.2	3.4	3.2	3.6	10.5	2.5	10.0	11.4	4.7
LOC100132715	321.1	307.8	395.8	434.7	315.9	350.3	429.7	283.4	305.5	273.4	381.3
LOC100132717	38.3	37.9	28.1	27.1	42.9	118.0	34.6	114.3	36.2	104.2	163.9
LOC100132727	1184.9	1184.9	495.5	473.2	768.9	346.2	832.7	1300.2	875.0	852.5	617.2
LOC100132740	141.1	119.9	10.4	19.7	46.7	20.1	66.8	157.0	123.7	145.8	127.1
LOC100132742	2793.4	2984.1	3874.1	4489.5	3231.3	3405.5	3902.6	2962.4	2770.8	3489.9	3017.0
LOC100132774	17.4	9.8	3.6	8.3	11.3	5.7	12.1	3.4	13.1	10.9	4.6
LOC100132787	3.4	0.0	4.6	10.8	10.8	5.0	6.5	2.5	14.6	7.3	10.7
LOC100132794	1.1	5.2	6.7	5.2	2.1	4.1	5.8	4.0	0.4	3.9	6.1
LOC100132795	1384.3	1437.4	2328.6	2198.7	1963.0	1457.3	1507.5	1193.4	1575.0	1317.1	1571.1
LOC100132797	23.5	30.4	16.9	17.5	13.5	25.5	13.4	24.8	14.4	30.2	37.4
LOC100132804	10.8	6.7	11.3	14.2	1.8	10.4	6.9	12.9	7.8	11.4	13.8
LOC100132805	4.1	3.2	1.0	6.8	6.8	2.0	2.6	6.2	2.8	3.9	3.1
LOC100132829	8.7	10.8	13.3	18.2	14.9	9.3	5.5	8.4	8.2	6.7	9.2
LOC100132863	134.7	148.1	115.8	106.7	148.2	184.6	216.9	181.7	240.2	267.5	279.8
LOC100132901	9.8	2.4	15.0	18.6	1.5	4.4	18.8	7.0	8.5	8.3	4.4
LOC100132910	4.7	0.0	2.6	2.5	28.6	0.7	45.1	9.1	53.6	0.0	12.6
LOC100132918	37.7	41.1	39.6	24.2	6.5	62.0	25.8	48.4	10.3	29.1	42.4
LOC100132920	6.9	3.9	2.6	3.0	16.4	4.2	4.7	17.1	6.7	5.0	2.4
LOC100132941	0.9	3.0	1.5	3.6	0.0	5.4	6.8	3.5	7.4	3.5	5.0
LOC100132960	3.8	13.7	11.6	2.6	3.0	3.5	13.2	27.4	16.3	9.9	14.2
LOC100132967	3.5	7.1	3.4	2.3	5.2	1.0	7.1	10.6	4.5	8.7	10.2
LOC100132992	191.2	202.2	191.6	218.0	82.0	165.1	189.0	230.9	214.8	329.6	364.1
LOC100133008	43.8	41.6	71.1	99.0	311.9	41.0	178.3	91.1	542.1	67.3	203.1
LOC100133012	22.4	23.4	52.3	62.8	35.6	30.9	46.2	20.2	47.7	17.1	36.5
LOC100133017	5.3	4.4	7.2	12.3	11.5	3.1	9.7	8.8	5.7	11.1	5.5
LOC100133019	27.4	27.1	20.6	13.7	24.5	15.1	26.5	33.9	20.7	33.3	15.4
LOC100133033	4.4	11.9	10.4	3.5	11.3	0.0	1.0	0.7	6.1	1.7	9.8
LOC100133055	17.6	7.7	11.2	24.1	3.7	8.8	23.9	7.9	19.9	8.3	13.8
LOC100133058	10.1	7.4	12.0	7.7	2.4	4.6	2.7	6.5	7.0	2.5	5.6
LOC100133080	5.6	10.2	24.5	16.2	34.0	19.5	28.2	23.0	34.1	36.9	29.0
LOC100133129	4.3	5.6	3.1	0.0	9.4	5.2	5.4	13.5	15.4	10.8	14.8
LOC100133163	113.4	119.9	103.7	125.5	64.4	38.7	75.1	61.0	93.8	138.4	37.3
LOC100133177	2562.7	2303.4	1347.2	1218.8	1595.2	828.5	1821.2	1997.1	1807.2	1557.5	1190.9
LOC100133178	8.2	8.0	2.5	7.0	4.3	8.8	5.7	4.5	6.2	3.8	7.5
LOC100133181	2.0	4.6	1.1	0.0	0.6	5.5	4.2	6.8	1.9	5.7	7.1
LOC100133182	13.8	5.5	7.1	2.4	15.2	5.3	3.1	0.0	3.8	1.3	7.5
LOC100133185	82.8	76.9	146.0	152.4	109.5	134.6	96.5	134.1	160.3	183.6	188.4
LOC100133200	0.0	9.1	4.1	6.6	4.3	6.2	1.1	6.7	2.3	3.7	4.3
LOC100133224	1.5	4.3	6.1	4.3	7.0	5.0	8.6	2.4	0.7	4.0	3.0
LOC100133232	14.4	14.5	15.9	15.7	10.7	2.2	10.1	8.1	8.4	5.1	6.6
LOC100133233	4585.1	4291.3	2318.7	2412.6	3346.5	1707.9	3293.3	4030.0	3588.5	3474.8	2356.0
LOC100133234	1.9	1.9	10.8	3.3	1.3	1.1	1.4	8.6	1.3	0.0	5.9
LOC100133242	20.4	16.0	14.1	12.8	17.7	11.3	8.9	21.2	17.5	14.0	11.5
LOC100133264	3.8	0.1	0.8	3.8	2.4	9.6	4.0	0.9	2.7	5.6	4.6
LOC100133270	4.3	2.5	4.6	7.0	6.5	1.1	2.0	2.8	7.5	3.3	0.0
LOC100133273	7628.2	8050.7	8477.0	8865.4	7734.8	7929.3	8743.1	7628.2	8216.3	6906.8	7495.2
LOC100133277	24.5	25.3	39.9	30.1	40.6	27.7	25.2	26.3	26.0	37.3	31.1
LOC100133298	54.5	56.3	17.5	16.6	39.0	6.9	36.5	32.5	51.0	50.8	15.3
LOC100133315	2.0	2.8	1.8	2.8	4.7	3.2	2.9	0.8	6.9	4.0	7.0
LOC100133328	64.1	73.6	108.7	140.9	177.3	105.4	79.0	76.0	112.2	85.0	86.8
LOC100133329	43.0	37.3	70.2	74.1	11.7	59.5	27.1	76.0	14.5	67.8	98.0
LOC100133372	1032.4	926.4	427.9	393.0	218.0	1194.8	39.5	1133.6	68.6	1373.4	1405.3
LOC100133390	35.7	51.3	113.0	115.3	119.3	70.0	52.1	56.3	59.9	61.7	71.3
LOC100133402	6.3	15.8	13.4	7.9	4.2	3.6	3.5	11.3	4.8	2.6	0.0
LOC100133409	6.1	1.9	3.0	11.4	3.4	1.8	2.1	9.7	2.6	3.2	2.6
LOC100133420	4.2	4.1	8.9	5.5	1.6	0.6	3.3	4.7	2.5	4.7	6.9
LOC100133430	6.5	2.3	26.4	24.4	0.5	2.4	15.5	12.7	16.1	12.1	10.8
LOC100133435	4.4	0.0	2.5	4.0	5.5	3.2	9.0	0.0	4.2	7.4	6.5
LOC100133465	8636.4	9123.0	6276.3	6436.6	9049.9	6644.1	7381.4	8843.8	8428.4	6625.9	6950.4
LOC100133473	1.7	3.6	0.0	0.0	1.5	6.8	4.6	8.1	7.4	5.0	6.8
LOC100133477	498.0	480.0	666.2	648.6	969.2	937.9	1580.5	743.5	893.3	620.0	891.7
LOC100133478	28.7	28.9	18.3	19.4	19.2	16.3	16.4	17.4	19.0	13.4	19.8
LOC100133482	11.5	2.8	18.3	14.8	11.2	13.1	7.4	10.9	5.2	9.8	9.2
LOC100133489	20.6	27.8	25.7	43.5	23.5	21.5	37.3	11.3	34.2	17.3	22.8
LOC100133516	461.9	464.2	182.2	183.9	256.5	119.1	376.5	631.9	585.8	686.4	433.1
LOC100133517	7.9	12.2	9.6	12.3	15.6	18.1	11.7	13.0	12.0	10.2	19.6
LOC100133568	10.0	13.6	13.9	25.6	17.4	19.4	0.0	1.0	0.7	0.0	7.9
LOC100133578	7.6	10.6	8.0	12.4	11.7	9.2	2.5	11.5	6.7	5.5	10.2
LOC100133583	235.1	238.5	115.4	79.3	222.6	325.7	136.7	257.7	115.1	329.6	533.6
LOC100133591	16.1	18.9	3.6	6.3	1.6	1.1	0.0	4.7	1.4	7.6	14.7
LOC100133600	44.6	52.3	37.3	19.1	33.5	18.3	20.4	25.1	29.9	19.0	31.0
LOC100133607	7571.2	7443.3	4059.7	4129.4	5281.8	2934.1	6123.8	7264.7	7443.3	6748.1	5942.9
LOC100133609	77.6	72.0	77.7	72.1	18.5	25.1	16.7	37.9	9.8	11.7	16.2
LOC100133649	6933.2	6411.3	3551.8	3490.7	5489.6	3259.5	5705.9	6058.1	5597.0	4429.7	3959.2
LOC100133655	5.2	4.6	9.6	14.0	4.3	1.2	6.7	6.0	3.4	0.0	6.0
LOC100133662	0.0	0.8	548.3	458.2	227.9	348.0	115.3	421.3	3.7	0.0	384.4
LOC100133666	5.2	4.9	4.1	0.9	4.3	6.9	12.7	0.0	13.6	3.2	7.3
LOC100133673	8.2	4.1	11.3	10.7	3.3	12.8	2.2	16.2	2.4	4.5	5.6
LOC100133678	385.9	323.4	154.8	134.7	582.8	932.7	106.4	366.4	524.7	675.6	988.4
LOC100133686	6.6	11.4	3.1	13.0	3.2	8.6	0.0	1.6	3.3	2.1	11.3
LOC100133692	110.4	59.4	26.8	11.7	41.9	27.2	42.9	50.5	86.7	85.3	44.2
LOC100133695	2.1	5.8	5.2	4.3	5.8	1.9	3.0	4.3	3.4	2.4	3.2
LOC100133697	20.9	13.0	20.0	23.6	33.4	24.9	14.9	21.1	12.8	18.1	18.8
LOC100133740	6.8	5.4	8.2	10.4	0.0	2.5	3.5	8.8	9.7	7.7	3.2
LOC100133744	0.3	7.6	3.8	4.2	11.1	0.7	0.5	1.1	4.2	7.7	0.2
LOC100133747	3.9	0.9	3.7	12.9	2.4	4.7	2.2	0.0	3.8	6.8	1.9
LOC100133760	3.8	0.6	2.7	6.5	2.4	3.8	8.3	16.1	2.8	8.8	7.7
LOC100133772	1305.3	1282.8	468.7	553.1	919.5	456.4	883.1	1279.9	1241.6	1376.1	976.5
LOC100133773	27.3	29.6	42.1	67.5	49.4	21.8	41.8	11.9	55.2	30.5	27.8
LOC100133795	9.1	10.4	3.3	4.5	7.0	5.1	1.5	0.4	5.0	8.5	5.0
LOC100133800	111.7	73.8	58.1	49.2	45.8	36.3	82.3	65.1	177.6	115.3	62.6
LOC100133803	5.8	11.4	8.6	4.3	19.2	18.0	9.7	9.2	19.0	14.5	20.4
LOC100133812	4351.4	4194.9	6771.1	6771.1	5923.2	5123.2	6567.1	4812.5	6625.9	5072.3	5123.2
LOC100133823	96.6	76.4	23.2	21.8	61.8	23.7	45.8	14.6	112.2	170.9	246.0
LOC100133836	15.2	14.2	7.8	2.9	2.7	11.0	10.5	11.4	8.5	15.7	7.3
LOC100133840	58.9	49.9	18.1	24.2	8.9	18.5	14.1	40.7	20.5	59.4	23.3
LOC100133851	0.6	3.8	4.2	15.3	7.6	7.6	6.2	1.3	4.0	6.8	3.5
LOC100133866	13.7	4.4	22.6	20.1	3.2	5.3	16.3	9.5	19.2	13.5	13.7
LOC100133875	27.2	14.0	61.6	58.9	58.5	66.0	69.3	66.7	68.8	98.1	69.5
LOC100133876	9618.9	9296.4	7323.2	6906.8	7355.7	5719.5	8714.2	9296.4	9421.6	8182.2	9123.0
LOC100133885	4.1	0.4	11.2	2.3	0.0	8.1	5.0	6.0	3.6	1.8	4.2
LOC100133888	24.6	12.1	11.8	11.1	30.7	12.0	20.9	29.3	40.2	21.6	25.4
LOC100133923	93.9	78.3	35.6	33.1	15.1	38.9	77.5	101.0	119.2	230.4	173.0
LOC100133930	36.7	57.1	43.2	29.0	11.3	8.6	11.5	19.8	10.8	22.9	5.7
LOC100133931	6189.5	6145.4	7814.4	7734.8	7156.5	7589.1	7765.6	7687.7	6868.2	8769.1	6667.6
LOC100133950	47.7	44.1	38.9	50.2	35.3	17.5	17.4	19.7	21.7	24.7	29.8
LOC100133955	3.6	1.9	7.4	4.6	1.9	6.1	1.4	1.1	5.4	1.8	2.2
LOC100133972	5.4	6.9	8.3	11.0	9.7	5.1	0.2	9.5	9.8	4.5	9.6
LOC100133981	1.6	1.9	2.8	8.9	10.1	8.3	8.8	3.6	9.4	7.0	2.4
LOC100133982	2.8	1.7	5.8	5.5	3.3	3.4	0.0	9.9	4.1	0.9	0.6
LOC100133999	31.6	38.8	5.3	0.0	61.0	39.9	8.8	5.3	0.2	9.4	11.4
LOC100134011	11.8	9.6	14.0	11.4	4.4	6.4	4.7	3.4	3.4	6.4	5.0
LOC100134016	3.2	2.9	0.0	13.8	5.3	3.3	6.2	0.4	9.1	3.1	5.8
LOC100134018	0.0	2.3	9.3	15.4	2.0	6.3	5.5	2.0	2.9	11.8	12.2
LOC100134052	3.8	4.3	11.8	2.9	5.4	2.8	9.7	4.7	6.3	1.9	3.6
LOC100134053	58.8	51.2	19.2	27.6	34.2	10.0	45.9	74.0	32.3	79.8	43.1
LOC100134083	18.7	19.3	2.7	4.0	16.2	9.9	8.0	9.8	0.0	6.0	15.2
LOC100134098	2.3	1.6	0.0	12.7	5.2	9.4	5.5	13.5	11.1	5.4	3.8
LOC100134102	33.0	35.2	33.6	52.8	13.0	12.9	11.6	15.1	20.9	10.3	13.0
LOC100134108	26.2	18.5	12.7	7.9	25.8	14.5	23.6	12.6	29.7	14.4	26.0
LOC100134122	4.4	5.6	8.2	4.7	6.0	6.6	3.3	15.5	4.4	6.0	5.0
LOC100134134	4.1	13.4	21.9	16.4	19.1	8.9	47.5	22.4	61.4	18.8	85.0
LOC100134144	83.6	128.9	189.8	126.2	71.6	73.7	45.5	125.3	82.3	54.8	57.0
LOC100134159	1714.1	1682.3	599.2	765.7	935.4	469.4	978.5	1089.9	1207.3	1119.4	727.8
LOC100134172	4.8	7.2	18.0	12.9	15.3	8.6	11.1	4.3	4.6	0.3	2.5
LOC100134182	13.1	14.7	27.5	20.0	34.1	22.4	10.3	16.6	4.9	15.8	15.9
LOC100134188	8.1	16.0	7.5	2.6	5.0	8.4	5.7	16.3	4.5	11.0	4.9
LOC100134189	11.3	6.3	5.0	5.8	12.7	19.4	11.4	15.2	6.5	17.1	22.3
LOC100134209	14.0	13.4	9.7	18.5	32.2	12.5	18.9	16.7	33.8	17.6	12.8
LOC100134229	1.5	5.1	2.5	6.5	7.3	3.2	0.9	0.0	2.8	8.8	3.3
LOC100134241	6.1	3.8	18.4	0.0	6.6	5.8	7.3	6.2	2.8	7.0	18.6
LOC100134245	5.6	2.0	1.1	0.3	3.8	3.8	1.6	2.0	2.3	3.2	1.7
LOC100134261	1.2	3.1	7.6	1.8	0.5	7.0	6.4	0.0	4.2	3.7	6.6
LOC100134273	122.9	130.9	379.9	403.9	749.1	267.1	699.4	551.6	1440.0	478.6	1261.6
LOC100134276	1.1	0.6	4.1	4.9	1.1	2.3	2.2	4.5	4.3	2.2	2.1
LOC100134282	2.5	1.8	4.6	6.9	0.0	7.4	8.4	3.5	9.1	3.9	6.5
LOC100134291	23.3	31.9	40.1	19.5	49.8	53.7	81.5	35.0	64.3	65.0	46.9
LOC100134300	9.6	12.3	6.5	6.6	4.2	6.0	3.4	4.9	3.7	0.6	7.0
LOC100134304	60.7	68.7	112.8	132.8	87.7	75.2	97.4	68.5	90.2	58.1	63.7
LOC100134346	0.5	4.6	5.1	14.2	1.2	4.0	5.5	0.0	1.9	4.5	4.3
LOC100134364	45.2	39.5	27.2	27.7	17.2	20.4	12.8	13.8	22.6	19.2	16.3
LOC100134368	5.7	5.8	8.5	0.0	1.2	5.0	6.6	0.8	8.0	3.4	10.4
LOC100134379	7.7	10.4	4.1	0.0	4.1	9.3	17.8	41.3	13.0	16.6	8.2
LOC100134393	79.8	52.6	57.1	60.3	51.7	38.1	87.9	84.3	88.1	47.1	118.3
LOC100134407	5.3	2.0	8.7	7.8	1.5	8.2	6.7	13.7	3.1	8.3	15.2
LOC100134409	1.7	7.7	1.8	5.4	1.2	0.6	3.2	3.6	11.5	4.0	0.0
LOC100134420	11.4	9.1	8.4	9.9	8.2	2.9	4.5	5.8	4.4	1.7	1.4
LOC100134424	3.0	14.0	0.0	3.1	7.0	5.7	5.7	7.0	2.7	2.9	0.0
LOC100134426	1.2	6.0	8.9	2.4	0.1	3.8	2.1	14.5	0.5	1.2	1.4
LOC100134436	3.2	15.3	12.4	13.9	19.9	8.7	10.4	1.1	4.1	6.2	3.6
