TargetID	MF1	MF1-2	MF3	MF3-2	MF6	MF6-2	A1	B1	C1	D1	E1
LOC100134440	6.2	6.4	3.7	2.2	10.3	5.1	7.3	6.7	8.6	7.1	6.6
LOC100134468	12.0	10.0	2.2	0.0	12.6	12.3	4.0	15.6	3.1	7.0	9.9
LOC100134498	1.9	7.9	3.0	0.2	3.7	8.3	2.4	5.6	8.9	10.3	4.9
LOC100134504	457.9	455.3	429.2	455.0	438.3	280.3	338.9	317.9	552.2	403.9	534.5
LOC100134530	74.0	100.1	28.2	38.2	21.2	48.7	101.3	230.4	100.5	74.8	83.4
LOC100134537	238.5	236.1	221.5	171.4	258.7	313.2	143.6	240.2	164.3	211.7	250.1
LOC100134540	1.4	0.0	9.4	5.3	1.4	7.5	4.6	4.6	6.5	7.1	5.3
LOC100134563	6.4	2.4	1.1	3.8	4.9	4.2	0.0	4.6	2.5	8.0	9.7
LOC100134584	14.5	6.8	19.0	19.0	12.9	10.1	17.0	17.1	14.4	20.4	17.9
LOC100134587	1.6	1.0	4.2	3.9	6.9	5.1	4.9	2.0	0.0	2.7	0.9
LOC100134598	3.1	2.6	1.8	4.4	4.3	4.3	0.6	4.3	0.0	3.5	3.7
LOC100134624	9.3	10.3	12.3	17.5	5.9	11.1	2.0	0.0	1.9	5.9	15.1
LOC100134634	95.6	111.2	51.6	46.1	29.3	42.5	134.4	192.9	120.2	63.9	69.8
LOC100134648	75.9	64.2	31.3	21.8	23.2	29.9	37.3	185.7	79.9	216.6	179.3
LOC100134688	32.5	63.7	7.0	16.2	11.1	12.9	46.5	36.9	67.7	16.5	20.3
LOC100134711	13.6	14.5	0.5	0.0	2.8	5.7	13.5	10.6	16.2	19.1	15.0
LOC100134712	5.8	5.8	3.6	12.2	2.3	4.9	7.2	16.1	0.0	6.0	12.6
LOC100134728	31.2	26.4	38.0	37.8	28.7	63.6	48.0	51.9	62.8	53.2	82.2
LOC100134734	32.8	26.6	9.9	5.6	6.0	13.7	31.2	49.7	28.8	15.9	8.4
LOC100134768	7.9	11.9	3.8	4.0	3.9	9.5	4.9	14.4	7.0	8.1	10.0
LOC100134785	5.1	20.9	1.4	9.6	6.1	6.8	5.2	13.5	2.5	9.1	7.1
LOC100134816	8.8	2.0	17.4	6.7	2.7	3.6	4.8	2.1	4.3	4.2	9.4
LOC100134868	285.7	237.0	84.0	96.6	161.9	55.1	131.2	245.8	191.8	165.6	132.0
LOC100170939	23.8	12.9	1.2	9.3	6.3	10.4	86.1	115.1	114.0	89.0	68.0
LOC100188949	7.4	11.3	21.8	26.5	16.2	7.4	20.3	8.4	10.6	8.3	8.4
LOC100189589	8.6	2.2	6.1	8.4	9.8	9.0	5.3	3.3	4.4	4.9	10.8
LOC100190938	4334.5	4109.8	2531.7	2482.1	2683.0	965.8	4059.7	3397.5	4080.6	3871.3	2203.4
LOC100190939	17.9	11.2	5.0	17.5	5.7	4.8	12.1	2.3	26.1	13.6	14.8
LOC100190986	177.9	101.2	12.0	1.6	14.5	11.0	69.2	104.5	60.6	79.5	68.2
LOC113386	42.6	36.2	26.5	43.2	41.8	32.3	51.8	19.6	49.8	49.1	42.0
LOC121456	5.3	2.6	0.0	0.6	4.8	1.4	3.8	8.6	3.1	2.7	7.9
LOC121952	5.4	2.6	2.5	2.1	7.1	0.0	4.2	4.8	1.7	7.9	4.6
LOC123688	25.0	20.4	12.0	16.9	16.8	5.2	16.9	24.0	32.4	33.0	20.9
LOC124220	4.7	3.3	1.0	3.4	20.4	7.8	6.3	17.2	8.4	5.1	9.3
LOC124512	180.9	185.8	279.0	326.8	235.0	196.9	364.0	174.1	329.3	377.7	292.5
LOC126235	10.2	13.0	10.2	20.0	20.1	12.8	13.6	8.0	28.8	13.9	18.3
LOC126520	9.0	2.4	0.8	3.8	3.0	2.7	5.1	0.0	16.8	3.6	5.6
LOC127295	939.4	1174.6	1419.6	1261.6	1045.8	1340.3	561.5	1381.7	815.4	1580.5	1452.6
LOC128192	99.3	117.3	136.2	141.2	166.3	243.2	83.3	145.6	163.9	129.1	228.4
LOC130773	36.4	40.7	48.4	47.2	91.5	44.7	62.6	62.6	167.1	55.4	136.5
LOC132241	75.5	59.2	34.8	35.6	19.5	16.5	47.6	63.6	54.7	87.8	33.9
LOC133491	11.3	9.6	7.1	4.8	0.8	2.6	3.7	11.5	5.9	4.2	1.0
LOC134997	867.1	963.3	1105.9	1038.4	1168.8	1749.4	773.6	1266.9	1167.0	1144.1	1577.1
LOC136143	57.8	64.5	70.0	71.2	103.2	76.2	47.6	91.3	96.3	111.0	97.5
LOC137107	3.2	16.3	16.2	5.5	27.0	13.8	22.5	9.4	37.3	16.9	13.0
LOC138652	4.3	1.7	6.0	3.0	0.4	2.5	2.4	2.1	2.4	0.8	3.3
LOC139363	0.6	5.4	4.2	17.4	5.4	2.8	6.1	10.4	8.7	0.6	2.2
LOC143543	38.9	37.5	38.4	51.6	36.8	40.1	37.9	31.3	44.3	35.3	46.4
LOC143666	30.8	27.6	27.8	39.6	54.3	48.7	20.8	15.8	28.4	23.8	11.4
LOC144438	67.9	61.1	62.1	62.6	30.3	48.1	58.1	42.1	76.9	53.7	52.0
LOC145783	3.4	3.5	0.0	1.6	5.1	4.5	4.1	6.7	1.1	3.1	4.3
LOC145853	47.2	54.1	73.8	60.8	106.0	78.1	121.8	82.5	89.6	81.9	120.2
LOC146053	7.1	2.9	7.0	28.7	18.6	9.7	13.6	18.6	10.6	11.4	11.9
LOC146177	21.6	18.8	22.6	20.8	15.7	13.5	16.0	9.7	0.0	10.5	10.6
LOC146517	108.1	121.8	96.4	108.2	105.2	85.9	133.4	72.2	95.4	99.4	65.5
LOC147646	2.6	7.2	6.2	10.4	6.3	5.7	4.4	5.9	12.9	1.3	7.2
LOC147670	0.4	2.3	3.4	5.7	2.4	2.6	6.8	10.4	8.4	3.6	0.0
LOC147727	52.3	46.8	78.2	81.6	61.2	50.6	52.4	69.6	62.9	68.2	38.5
LOC147804	17.3	25.8	6.1	9.7	15.8	36.8	15.6	26.7	14.9	27.2	50.7
LOC148137	7.4	8.5	6.6	6.9	3.6	0.9	1.1	3.8	17.2	5.0	6.3
LOC148413	77.0	67.4	115.3	126.1	92.8	64.9	120.3	103.9	176.0	112.0	88.1
LOC148430	3332.2	3128.1	3303.2	2880.0	3458.1	3239.3	3591.2	3388.8	3067.1	2861.3	3457.3
LOC148696	4.2	1.6	0.0	1.8	1.6	6.8	9.7	2.0	5.0	1.7	2.7
LOC148915	572.2	573.8	1070.2	1032.4	812.4	1189.2	1370.3	1034.8	1019.6	967.4	1233.2
LOC149134	5.6	13.7	5.1	2.4	10.5	3.7	8.2	0.8	6.0	8.7	2.1
LOC149448	9.2	1.9	11.7	20.3	14.1	10.2	20.4	13.8	4.8	15.0	9.2
LOC150051	6.8	9.1	9.2	14.4	12.7	9.5	0.0	7.4	18.1	7.4	17.3
LOC150568	5.0	7.3	3.4	8.3	7.5	5.1	6.9	0.0	2.4	1.8	5.3
LOC151162	107.5	122.2	251.2	264.0	159.3	133.1	147.6	237.6	159.7	146.4	108.6
LOC151174	8.4	2.4	2.9	3.1	3.5	6.3	9.0	2.8	6.9	2.1	6.0
LOC151457	6.1	3.0	3.2	7.1	6.4	2.3	7.3	10.4	4.6	3.8	2.3
LOC151579	193.8	192.4	295.0	243.7	180.3	352.2	292.0	184.7	197.4	230.4	285.3
LOC152195	6.1	9.8	2.8	3.5	13.4	14.5	28.5	12.4	11.3	19.8	8.2
LOC152217	18.2	24.2	17.3	14.2	24.6	13.9	28.6	18.0	25.2	20.1	23.1
LOC153561	38.5	37.8	8.9	8.8	14.8	13.7	85.3	151.5	118.4	133.3	85.9
LOC153684	7.3	5.2	2.6	7.4	3.4	2.4	11.5	0.0	5.6	15.9	1.8
LOC154761	0.0	1.7	14.1	4.7	12.3	20.2	1.8	11.4	0.0	11.5	6.2
LOC154860	4.4	3.4	16.8	4.4	4.7	1.4	5.1	5.8	8.0	1.8	6.2
LOC155060	3.2	3.6	34.5	26.4	3.0	7.5	6.4	3.8	4.8	8.4	4.8
LOC158160	16.0	25.2	17.6	33.3	22.4	18.2	38.5	9.8	48.4	31.1	18.2
LOC158301	25.6	18.6	3.1	3.7	6.2	5.2	15.3	17.0	10.2	12.9	16.8
LOC158345	744.5	800.3	1063.8	814.2	559.3	927.5	720.6	1017.7	852.5	1419.6	1073.3
LOC158572	10.9	8.2	6.4	3.4	3.9	2.3	7.8	5.8	8.6	3.5	2.5
LOC163233	6.5	4.9	2.9	7.8	11.4	3.4	3.5	4.3	3.5	6.0	0.0
LOC196549	0.3	16.2	4.5	4.8	2.3	8.5	8.6	29.1	6.0	13.1	7.3
LOC196752	48.0	28.2	25.2	22.3	43.6	23.1	50.9	52.6	65.0	64.9	22.0
LOC197135	92.0	119.0	37.8	42.1	51.8	51.1	29.9	29.3	33.5	32.1	19.2
LOC199800	10.4	5.3	14.9	8.8	4.7	2.3	7.3	10.4	10.5	4.8	2.9
LOC200030	94.4	109.4	263.4	257.0	107.4	135.1	154.9	153.3	157.4	176.4	150.4
LOC201175	56.6	53.4	0.0	0.0	23.8	18.4	15.0	12.9	8.5	22.4	4.0
LOC201229	14.4	0.0	9.5	17.6	0.0	6.1	12.0	10.9	9.5	10.3	8.8
LOC201725	21.7	22.5	26.6	19.5	22.9	13.6	41.7	16.2	36.3	14.4	36.2
LOC202051	2.8	1.5	0.0	7.2	18.3	7.1	0.0	9.7	5.3	2.1	5.1
LOC202134	8.8	4.8	21.9	19.9	8.0	5.1	11.1	14.9	17.6	25.5	12.6
LOC202227	7.3	10.6	15.1	9.9	59.9	24.4	22.8	11.4	27.1	11.9	27.0
LOC202781	496.4	396.7	203.4	186.1	276.4	130.0	329.0	432.0	442.5	444.4	300.9
LOC203547	207.3	193.5	262.6	240.3	267.3	238.5	238.4	215.3	162.6	206.6	223.8
LOC205251	52.7	54.5	97.8	95.4	145.8	89.6	63.4	68.3	61.4	73.2	85.8
LOC220433	1207.3	1261.6	1044.4	1061.4	992.4	632.5	789.0	776.4	1636.6	1132.3	1047.8
LOC220686	37.0	50.3	92.2	61.2	32.7	38.0	44.5	51.6	44.4	44.7	43.4
LOC220729	1.8	3.4	4.9	4.2	1.4	0.0	4.0	2.4	5.3	2.8	1.0
LOC221136	8.0	8.8	23.9	20.2	10.1	0.6	5.5	1.9	7.5	0.0	10.5
LOC221442	22.6	14.2	31.0	41.4	5.6	9.7	29.7	35.2	15.6	36.8	20.9
LOC221710	18.1	22.1	26.4	42.3	34.5	31.6	37.7	5.2	9.0	14.7	18.6
LOC23117	336.0	294.8	145.9	151.9	54.1	44.1	109.1	89.4	101.0	124.6	60.1
LOC253039	38.2	39.2	36.8	55.8	4.2	13.8	38.0	10.6	32.3	29.3	41.6
LOC255167	709.7	632.3	295.9	324.6	327.4	111.2	520.1	479.6	690.3	712.6	426.2
LOC255783	422.0	478.2	187.9	216.6	213.8	157.6	110.7	106.0	130.8	94.5	68.3
LOC255809	27.2	28.0	23.7	8.7	53.2	67.6	15.8	123.8	27.3	68.7	92.7
LOC257039	2.4	0.7	13.6	0.6	6.5	0.4	1.4	3.0	0.5	7.4	4.1
LOC257396	2.3	5.8	15.3	13.2	11.4	10.9	2.5	11.0	4.9	6.5	14.1
LOC25845	8.1	7.8	44.0	55.6	28.6	15.2	26.2	21.3	21.3	31.7	17.2
LOC282997	26.0	21.9	36.4	41.1	15.9	17.6	26.1	24.3	27.1	40.6	25.9
LOC283157	0.7	4.5	5.4	3.1	5.2	6.3	5.1	6.3	7.1	4.6	3.2
LOC283267	16.2	15.5	26.4	19.5	30.1	25.4	54.3	32.1	28.1	40.7	30.5
LOC283332	6.5	4.5	13.0	3.1	10.0	1.8	13.0	1.5	0.0	4.1	9.7
LOC283392	26.4	18.8	3.2	1.8	6.6	5.1	4.3	19.4	7.1	5.7	7.1
LOC283412	1593.5	1626.0	1694.9	1717.9	2314.8	2037.2	1491.2	1752.4	1717.9	1802.1	1735.4
LOC283481	2.8	5.3	2.7	0.0	8.2	3.9	8.5	5.0	8.5	4.3	0.0
LOC283487	6.3	4.1	2.3	2.7	6.3	3.2	4.2	0.0	1.8	1.0	1.4
LOC283663	6.3	10.2	77.2	80.8	16.5	5.3	29.2	21.6	23.7	38.1	22.1
LOC283683	15.4	18.2	3.7	4.7	26.9	15.1	18.3	2.2	10.2	10.5	8.6
LOC283767	2.6	6.5	0.7	3.3	2.5	4.8	1.5	3.8	0.0	1.9	3.9
LOC283788	48.4	43.3	27.7	27.6	20.5	19.9	19.4	23.8	21.3	29.7	10.8
LOC283849	10.5	1.2	3.7	5.3	4.6	6.4	4.1	1.5	0.0	5.7	0.8
LOC283874	4.0	1.4	7.1	10.4	9.9	8.2	13.3	2.0	14.6	8.3	4.3
LOC283922	3.7	10.3	14.5	6.6	6.4	3.8	0.3	6.1	6.1	6.2	7.5
LOC283932	11.2	1.8	8.1	4.3	2.5	8.1	19.1	12.0	28.6	17.4	15.0
LOC283953	41.3	52.4	37.1	32.2	45.2	56.3	23.3	31.2	25.2	19.0	36.0
LOC284023	26.6	17.5	20.9	13.6	20.8	8.7	49.8	22.8	32.1	35.5	29.7
LOC284167	63.8	61.5	81.7	83.2	53.8	41.6	38.2	46.0	44.3	48.9	38.7
LOC284230	6771.1	6123.8	7100.6	7420.8	7814.4	7443.3	9123.0	6906.8	7244.3	6400.4	7571.2
LOC284352	8.1	6.6	3.4	4.1	3.2	0.3	0.0	10.0	1.1	1.0	4.0
LOC284371	9.4	6.1	0.0	1.9	1.0	4.4	5.4	3.1	7.0	6.6	6.3
LOC284393	6276.3	6311.5	7687.7	6058.1	6595.8	7512.3	7079.5	5489.6	6800.2	9123.0	7355.7
LOC284422	240.9	233.9	80.4	55.4	113.0	62.2	128.1	54.3	110.6	53.1	125.3
LOC284620	3.0	4.3	1.8	2.8	9.0	2.0	1.8	0.5	3.6	0.9	1.0
LOC284757	15.0	10.8	0.0	15.4	22.8	13.0	33.9	66.7	21.1	32.2	14.3
LOC284821	1301.6	1466.8	2237.3	1826.3	1521.1	1622.6	1233.2	1976.8	1701.7	1483.0	1819.1
LOC284837	7.1	4.0	6.0	0.0	15.6	11.8	12.4	26.8	25.2	22.8	11.8
LOC284988	43.0	30.2	38.0	59.1	99.9	72.8	70.0	34.2	48.0	51.1	34.6
LOC285053	1839.2	1796.3	2022.2	1839.2	2435.3	2658.3	1586.6	1940.5	1651.2	2170.5	2183.8
LOC285074	333.2	325.7	192.2	213.2	137.6	123.0	137.7	121.9	140.7	113.0	122.9
LOC285176	4037.9	3808.9	4320.5	3828.9	3537.1	4741.3	5201.7	3711.7	3767.4	4690.2	4420.0
LOC285205	10.4	5.4	4.5	17.1	8.9	6.1	8.5	12.5	16.9	7.9	6.0
LOC285296	6.6	9.2	18.9	17.0	34.7	34.8	20.6	18.1	7.0	11.6	11.2
LOC285359	0.0	6.7	8.9	2.0	6.3	7.6	4.2	9.8	8.0	8.1	11.0
LOC285412	12.4	18.6	23.4	5.7	5.8	9.7	9.7	4.7	5.9	9.3	9.4
LOC285501	1.9	8.7	1.5	2.4	0.9	7.1	4.7	9.3	1.9	0.8	5.6
LOC285550	3.6	10.7	5.7	3.4	13.4	10.8	18.6	9.0	15.4	9.0	12.2
LOC285741	342.8	384.7	580.9	403.5	178.3	309.3	158.6	465.7	305.9	475.8	630.3
LOC285900	1485.1	1562.1	2589.5	2589.5	1542.5	2096.7	2291.1	2188.4	2376.1	2651.0	2850.0
LOC285908	15.1	15.9	8.9	0.0	4.1	5.6	9.8	9.3	8.0	11.2	6.5
LOC286002	9.6	6.7	2.2	5.0	2.0	1.6	10.4	7.0	6.2	9.1	5.6
LOC286016	41.3	49.6	85.0	118.5	79.7	45.9	63.5	49.8	61.0	34.4	36.6
LOC286135	0.0	14.6	3.7	9.7	0.8	4.8	6.5	6.3	11.7	7.8	2.0
LOC286157	329.4	387.2	417.1	310.9	155.9	386.1	80.5	545.5	160.0	316.2	581.3
LOC286208	93.9	88.8	117.4	121.0	55.9	41.4	101.8	74.2	91.5	100.0	66.5
LOC286310	4.1	7.1	8.3	7.5	3.7	4.3	8.6	4.1	1.5	5.1	5.2
LOC286367	26.3	29.4	4.0	1.1	6.2	0.9	7.3	7.0	10.4	9.0	6.5
LOC286444	906.8	1311.9	1471.8	1418.1	1516.8	1539.8	1611.4	1613.1	1385.0	1776.4	1853.3
LOC286467	6.1	4.3	4.0	3.4	3.4	3.0	3.2	4.8	9.0	3.6	11.7
LOC286512	454.5	449.1	485.4	558.0	262.0	303.4	311.5	260.8	424.9	408.3	432.5
LOC338758	101.4	74.5	275.1	223.5	877.7	702.0	511.9	338.6	490.9	406.0	195.8
LOC338799	28.1	33.0	73.2	58.3	11.0	16.9	25.3	55.6	59.1	46.2	57.1
LOC338870	1852.9	2056.7	2710.6	3030.9	2841.8	1936.8	1781.7	2273.6	3101.7	2133.5	2741.2
LOC339192	111.0	99.1	331.8	311.7	51.0	36.3	111.1	102.1	104.8	195.1	85.6
LOC339290	22.8	28.5	60.7	75.1	12.1	21.5	104.6	35.8	77.6	58.8	32.3
LOC339352	23.8	25.2	4.6	3.0	30.0	16.8	9.0	5.8	17.5	20.8	16.0
LOC339483	3.3	1.5	11.6	5.2	4.9	3.1	6.0	1.8	9.3	4.7	0.0
LOC339778	6.5	0.5	8.7	3.4	10.3	7.5	1.9	0.5	0.0	7.3	5.0
LOC339804	18.7	16.4	50.7	41.5	28.4	30.0	16.0	27.6	36.7	29.0	44.7
LOC339843	9.3	10.5	25.5	10.4	4.8	14.4	14.1	16.9	12.7	15.4	14.6
LOC339970	38.7	39.0	62.1	65.1	43.2	32.1	73.3	31.0	56.3	28.8	33.9
LOC340156	1.4	5.2	0.5	8.6	1.3	4.7	5.7	5.3	8.3	8.1	0.0
LOC340260	2.4	3.5	8.1	4.0	4.6	12.0	7.0	7.5	7.7	4.3	3.6
LOC340357	6.6	2.1	6.6	10.1	0.0	3.2	4.1	5.1	4.2	0.8	3.5
LOC341315	226.2	181.4	257.8	222.7	206.0	172.5	576.6	221.8	670.1	435.5	498.0
LOC341457	2394.0	2850.0	2959.1	2982.6	2215.3	5054.0	1849.1	3326.0	1746.5	2683.0	3358.5
LOC341784	14.0	20.5	18.9	22.8	13.1	15.9	10.7	14.2	10.1	9.2	3.8
LOC341965	30.6	31.2	18.8	12.0	15.9	45.3	23.1	33.2	15.4	40.4	45.7
LOC342293	0.5	4.9	4.5	1.6	4.8	6.0	0.0	5.5	3.1	3.8	4.0
LOC342346	4.9	4.2	12.2	0.7	5.9	1.2	0.9	3.0	4.9	2.4	1.7
LOC343184	5105.4	5430.2	5992.5	7011.6	5597.0	5200.2	6606.4	5140.7	6017.7	5684.1	5316.4
LOC343296	2.2	8.1	3.2	12.2	4.2	0.0	4.1	1.1	2.2	0.3	2.7
LOC344405	14.4	15.9	15.0	17.7	12.0	8.6	22.8	8.0	16.9	20.5	6.2
LOC345041	150.8	144.0	104.8	105.9	101.3	173.6	83.8	119.9	110.6	154.9	248.3
LOC345645	25.8	18.8	31.3	19.7	27.9	37.5	19.3	22.4	21.9	22.7	32.6
LOC346085	5.8	12.2	2.4	13.3	14.7	8.1	3.0	0.8	5.8	8.1	3.1
LOC346887	20.7	26.9	12.1	0.0	28.9	10.3	23.7	1.1	18.7	16.6	17.5
LOC346950	92.2	85.6	64.6	59.6	43.1	123.6	21.3	126.6	32.4	123.5	185.4
LOC347292	200.7	223.5	277.3	298.0	358.6	219.8	202.3	209.2	311.4	269.0	339.2
LOC347376	113.1	94.9	146.9	105.1	161.3	173.0	332.5	225.2	576.9	259.7	475.4
LOC347544	967.4	1118.1	1254.1	964.4	1381.7	1530.8	753.4	1078.4	887.6	1337.5	1306.8
LOC348840	15.1	16.5	21.2	17.2	15.6	8.5	1.9	0.5	0.0	5.3	1.5
LOC360030	2.7	0.8	4.9	3.7	3.1	3.6	4.0	5.1	0.0	2.8	1.8
LOC374395	505.7	524.7	609.5	564.9	975.5	708.4	835.9	588.5	722.9	660.3	573.2
LOC374443	9.1	10.0	23.6	30.6	5.1	19.3	18.7	10.8	25.1	16.4	13.2
LOC387647	3.5	3.2	1.3	9.9	0.0	3.4	7.2	5.1	4.6	3.7	4.3
LOC387686	48.2	63.1	60.7	54.3	9.6	7.4	10.2	7.2	5.4	4.1	0.5
LOC387703	96.0	117.2	138.5	126.4	153.9	125.5	99.6	105.0	124.5	80.9	163.1
LOC387753	63.2	51.4	104.8	94.2	100.9	44.0	86.5	52.0	145.1	77.7	136.7
LOC387763	2.6	3.9	3.3	3.0	17.5	8.7	5.6	2.4	2.7	3.0	4.6
LOC387770	1.4	2.1	3.2	2.9	6.4	0.7	1.7	1.0	2.8	3.8	0.9
LOC387790	5.5	2.7	4.5	2.7	3.5	5.8	4.4	3.6	8.9	0.0	4.6
LOC387791	127.9	126.3	220.7	244.0	223.5	165.5	182.2	161.6	163.6	214.9	247.1
LOC387820	717.2	601.8	235.6	235.7	361.8	422.0	472.9	249.6	392.1	328.9	333.8
LOC387825	84.6	79.8	189.2	203.1	123.2	86.6	72.2	106.1	116.8	149.3	161.0
LOC387841	3399.4	3756.1	4796.1	4788.0	4663.8	4012.1	4290.0	3882.7	4327.6	3741.1	3900.5
LOC387867	1389.8	1504.1	1599.7	1370.3	1756.3	2291.1	2273.6	2296.0	2318.7	2719.5	2696.5
LOC387882	86.7	76.7	110.1	131.8	101.0	162.8	76.3	53.7	61.3	82.4	99.4
LOC387930	6240.4	6093.8	7420.8	7100.6	8674.0	8560.5	6595.8	6990.0	7188.9	8714.2	7474.2
LOC387934	17.0	19.6	5.7	8.1	25.7	15.9	19.3	3.6	35.9	8.5	17.0
LOC388076	418.3	451.0	830.9	907.6	1278.0	471.2	678.4	511.1	915.8	518.0	877.7
LOC388122	7.2	5.3	1.5	4.9	15.8	1.2	9.5	1.3	0.1	8.2	9.4
LOC388237	5.8	4.5	4.1	5.6	3.1	3.5	3.2	7.0	4.0	1.0	2.1
LOC388248	3.2	9.7	4.6	6.8	4.9	0.0	4.0	7.6	3.5	4.0	6.2
LOC388275	217.0	205.8	166.0	159.5	109.5	194.9	81.3	281.1	119.1	275.9	317.4
LOC388339	1156.0	1103.4	1887.5	2147.3	1437.2	961.3	1521.1	1455.4	1466.8	1508.4	1896.2
LOC388344	22.9	19.5	70.1	92.8	80.0	26.2	51.2	14.0	46.8	43.2	41.5
LOC388397	2.6	3.6	17.9	12.5	7.2	4.5	9.2	10.2	7.7	5.0	3.5
LOC388401	7.1	0.4	6.1	9.6	3.9	5.3	3.2	1.7	0.0	4.0	4.7
LOC388474	7613.2	7371.8	7789.9	7907.4	9569.7	8602.3	9461.5	7666.1	7973.3	9421.6	8287.5
LOC388524	2599.4	2552.6	3147.0	3050.9	3594.6	3031.3	4709.3	2676.5	3207.1	3415.9	3204.5
LOC388532	816.4	988.4	1181.5	1345.1	1105.9	689.4	1205.8	952.5	1826.3	1219.6	1200.8
LOC388556	1760.9	1912.7	2229.4	2148.6	3267.8	2325.4	2194.4	1733.7	2007.5	1797.6	1719.7
LOC388564	39.2	46.7	124.5	123.0	108.9	74.0	98.9	71.8	77.1	119.0	62.6
LOC388588	1504.1	1523.1	801.3	773.6	596.3	397.9	147.6	252.4	182.4	146.0	146.0
LOC388621	782.8	890.8	1151.4	1238.5	975.5	684.6	1079.2	842.3	1458.7	952.5	1074.6
LOC388654	1530.8	1593.5	1936.8	1540.2	1095.4	2893.8	1678.7	2318.7	1802.1	3975.2	3173.5
LOC388681	3.3	5.0	8.8	13.3	6.6	5.4	10.7	7.0	9.4	8.1	14.9
LOC388692	3.2	6.3	40.7	26.2	15.6	22.9	26.8	24.5	39.0	24.8	33.8
LOC388707	233.9	240.7	288.7	329.5	394.4	422.1	481.7	426.6	628.6	579.1	639.5
LOC388720	8818.0	8522.2	9461.5	9025.7	10263.7	9421.6	8378.2	8477.0	9049.9	9648.6	8941.1
LOC388755	3.9	5.9	4.3	7.2	2.3	2.5	0.0	4.0	0.8	1.7	10.3
LOC388789	290.4	314.9	366.2	386.5	359.0	425.5	266.3	387.6	288.0	377.4	473.5
LOC388796	173.0	200.4	132.1	135.4	110.8	97.0	53.8	91.7	107.6	74.9	197.7
LOC388814	17.3	11.6	4.6	0.0	23.4	23.5	18.7	7.4	21.2	9.0	20.4
LOC388907	1.9	1.1	6.1	0.9	1.8	3.6	6.4	6.2	4.7	7.0	5.6
LOC388925	6.2	3.3	5.3	9.4	0.0	7.1	4.7	6.8	0.0	6.6	4.4
LOC388969	35.5	14.3	11.0	14.3	21.5	9.9	42.0	88.1	70.2	85.8	52.5
LOC389101	2683.9	3027.9	3293.4	3613.2	4090.3	3630.4	3710.1	3537.5	3869.2	4006.7	3365.8
LOC389137	25.7	23.2	23.7	33.3	52.7	32.1	52.3	22.2	47.8	35.7	31.3
LOC389141	1192.9	1325.3	1509.8	1468.4	1842.0	2089.0	2315.9	1605.2	2083.4	2032.7	2254.9
LOC389156	591.9	594.4	1100.6	887.5	298.8	663.5	348.0	915.7	218.8	942.5	1100.2
LOC389168	819.9	833.6	942.6	1050.3	982.8	1092.7	1112.3	1158.4	1212.9	920.5	1172.5
LOC389203	5.4	5.9	5.9	7.3	0.0	7.3	2.5	0.6	5.9	9.4	11.9
LOC389223	7062.6	6990.0	8674.0	8843.8	6108.3	9511.9	7628.2	8378.2	7929.3	7840.0	9365.6
LOC389286	41.1	34.6	67.3	72.1	50.0	18.7	13.4	46.0	38.1	12.8	44.5
LOC389293	436.7	416.8	255.9	328.8	154.0	108.9	92.2	74.0	65.7	76.4	101.0
LOC389322	48.2	54.3	45.4	33.3	21.1	74.3	10.1	58.2	5.9	60.6	82.4
LOC389342	4476.3	4188.4	4305.6	3642.0	4155.9	5604.1	5113.9	4877.9	4125.0	7729.7	6539.0
LOC389386	54.0	59.3	13.8	12.0	32.0	72.1	11.0	25.0	13.0	25.3	29.7
LOC389404	1405.1	1380.8	2173.2	2169.0	933.9	1880.0	474.8	1612.9	607.7	1769.9	1790.9
LOC389435	6031.4	6692.3	8356.1	7512.3	4291.3	7381.4	3710.2	6868.2	4242.7	7156.5	7710.3
LOC389517	426.1	433.2	210.9	212.5	398.4	246.6	361.3	430.4	355.6	272.6	303.7
LOC389599	573.8	542.5	798.9	744.5	30.0	90.6	242.4	225.3	119.3	236.1	175.7
LOC389634	4.6	7.3	3.6	9.0	5.9	2.8	6.8	0.2	4.3	0.0	5.0
LOC389641	11.1	5.4	24.0	28.6	5.9	10.1	17.9	10.0	19.5	42.1	23.4
LOC389672	32.2	30.2	44.5	44.1	49.1	38.9	45.2	39.1	59.8	69.4	76.0
LOC389765	170.1	164.5	81.7	93.9	143.2	35.6	119.9	172.4	220.4	210.8	140.7
LOC389787	1535.8	1739.1	2582.9	2806.0	1682.3	1373.4	2229.1	1877.5	2730.5	1814.6	2140.0
LOC389791	20.3	21.0	6.2	1.6	4.0	4.3	15.9	26.5	8.4	16.1	23.9
LOC389873	13.4	10.3	15.7	12.1	8.7	13.2	6.7	14.8	11.4	9.1	18.9
LOC389901	7.0	5.7	11.5	6.4	7.4	6.3	8.7	0.0	2.2	4.2	5.9
LOC390183	50.3	48.6	51.4	53.6	44.4	28.8	38.4	30.6	63.3	46.6	53.9
LOC390298	26.2	31.4	21.1	21.9	40.1	27.0	10.0	27.3	17.2	11.7	26.7
LOC390345	1170.4	1197.2	1981.8	2165.5	1545.9	1328.5	2136.4	921.7	1577.1	1964.8	1463.9
LOC390354	1084.2	1025.8	1350.2	1151.5	1725.2	1686.0	889.6	1228.5	1658.7	1511.8	1616.0
LOC390414	21.8	27.7	26.1	23.8	2.7	10.0	16.5	15.6	1.5	4.5	7.3
