TargetID	MF1.AVG_Signal	MF1-2.AVG_Signal	MF3.AVG_Signal	MF3-2.AVG_Signal	MF6.AVG_Signal	MF6-2.AVG_Signal	A1.AVG_Signal	B1.AVG_Signal	C1.AVG_Signal	D1.AVG_Signal	E1.AVG_Signal
HS.555115	0.0	0.8	2.0	3.8	1.8	0.7	1.7	4.6	0.0	0.0	2.7
HS.555126	2.5	2.0	10.0	27.6	8.0	9.9	13.6	0.0	8.7	7.9	14.7
HS.555138	0.0	0.0	9.3	1.7	1.4	1.9	0.3	0.0	0.0	0.0	0.0
HS.555181	59.1	50.4	28.6	57.5	47.6	56.7	67.9	31.6	33.1	42.4	47.3
HS.555200	7.1	0.0	3.5	0.0	11.0	0.8	0.6	8.0	1.4	0.8	0.0
HS.555208	6.7	6.1	10.2	8.1	2.0	6.5	7.8	1.1	7.3	2.5	0.0
HS.555244	0.0	0.0	6.2	0.0	5.8	3.4	2.3	0.0	0.0	0.0	0.0
HS.555247	2.9	2.7	0.0	2.0	1.0	7.8	3.0	0.0	0.0	1.8	0.0
HS.555252	8.2	4.8	6.6	5.7	7.3	9.5	18.3	14.0	16.5	23.1	23.1
HS.555255	8.5	19.7	21.7	25.7	9.1	10.6	9.6	3.5	7.8	4.2	3.4
HS.555260	8.0	2.3	6.7	7.4	15.0	8.1	9.6	1.5	8.7	10.1	14.4
HS.555388	1.6	0.3	1.9	9.8	3.8	1.1	0.0	5.2	2.6	0.0	3.8
HS.555512	9.7	5.1	12.3	23.2	3.1	3.2	3.1	10.6	0.2	5.5	14.1
HS.555574	1.6	7.1	1.1	0.0	6.6	5.1	0.6	0.0	1.0	2.2	0.0
HS.555583	0.0	2.8	1.8	1.4	4.3	0.4	2.3	0.0	6.5	6.7	0.0
HS.555595	0.0	1.2	3.9	0.0	4.1	3.8	2.3	11.0	0.0	2.7	4.0
HS.556018	73.2	70.5	67.2	85.8	48.5	49.5	108.4	61.5	91.8	46.9	34.2
HS.556082	9.4	10.6	6.6	20.5	1.3	0.0	6.2	4.3	3.2	8.2	8.0
HS.556255	43.5	54.4	38.3	41.0	40.6	36.3	22.0	17.6	28.2	19.7	25.9
HS.556368	0.0	0.0	0.0	5.2	0.0	1.1	2.5	0.0	0.0	0.0	3.0
HS.556708	0.0	0.0	1.2	0.2	0.0	0.0	0.0	3.5	0.0	0.0	1.0
HS.556853	0.1	1.7	2.5	4.7	1.0	0.0	4.7	9.6	1.7	2.2	1.2
HS.556879	0.0	8.5	1.1	0.4	0.0	1.9	0.0	2.9	0.6	6.3	2.0
HS.556994	4.0	0.0	0.0	2.1	9.5	0.0	0.0	0.3	0.0	0.0	0.0
HS.557039	0.0	0.0	4.0	3.8	0.0	0.9	4.9	1.8	2.3	0.0	0.0
HS.557040	0.0	0.0	3.2	3.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0
HS.557218	0.0	0.0	4.8	1.8	4.2	0.0	3.3	0.0	2.0	0.0	7.5
HS.557356	3.3	4.4	5.6	0.0	0.0	9.5	7.0	6.8	0.8	7.1	3.0
HS.557431	0.0	0.0	3.4	4.9	0.0	0.4	6.0	0.0	1.7	0.0	0.6
HS.557481	0.0	0.7	3.4	2.2	3.8	0.9	1.9	0.0	0.0	3.8	5.2
HS.557620	5.3	0.0	5.1	0.8	0.0	1.1	0.4	0.0	0.0	2.0	1.9
HS.557622	1.4	1.9	2.8	0.0	6.8	0.0	2.8	0.6	0.0	2.1	0.0
HS.557800	0.9	0.8	0.0	0.0	3.0	2.4	0.0	2.1	0.0	1.6	3.7
HS.557952	0.4	2.8	0.0	6.2	3.0	3.7	4.1	2.3	8.0	1.4	1.4
HS.558031	0.0	1.1	4.9	1.8	2.8	1.8	0.0	10.0	9.6	2.5	4.8
HS.558072	2.6	2.5	0.0	0.0	3.2	1.0	0.0	0.0	3.2	0.9	3.2
HS.558212	19.9	23.4	8.7	3.1	0.0	17.0	33.9	16.6	17.9	28.4	33.8
HS.558271	1.4	0.0	1.0	0.0	8.6	2.5	3.0	7.2	0.1	2.9	5.3
HS.558282	3.9	3.7	0.0	7.6	7.2	0.0	6.2	13.5	0.0	1.2	0.0
HS.558286	4.0	0.0	0.3	0.6	0.7	0.0	0.5	0.9	3.9	0.0	1.9
HS.558288	0.6	3.1	2.5	2.6	3.9	0.0	2.8	0.0	0.0	0.0	3.0
HS.558485	0.0	0.0	5.8	0.0	3.3	0.0	0.6	3.2	4.6	8.4	8.1
HS.558488	5.0	2.4	0.0	4.1	0.0	1.0	7.5	8.8	1.3	9.5	10.0
HS.558911	0.0	4.3	7.7	18.7	1.5	4.7	8.2	6.5	5.1	21.1	0.0
HS.559121	3.8	0.0	6.2	3.1	0.0	1.5	2.2	1.1	2.6	1.3	1.2
HS.559124	3.7	6.4	9.3	2.8	7.7	0.1	2.5	0.0	5.1	5.6	3.1
HS.559234	0.9	5.5	0.0	7.6	7.8	0.6	0.0	0.0	2.5	0.0	3.4
HS.559454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	2.4
HS.559564	17.7	12.3	6.2	4.6	6.1	7.1	7.4	2.1	8.1	8.4	0.0
HS.559602	11.7	9.8	8.0	12.2	3.2	12.7	6.0	12.2	5.9	8.5	4.5
HS.559604	27.7	9.7	9.2	5.7	19.6	15.7	25.7	29.4	17.7	32.1	2.5
HS.559609	2.5	1.6	1.0	2.1	0.0	2.2	6.2	2.5	0.0	0.0	0.0
HS.559654	8.5	2.9	4.3	2.8	9.7	5.5	5.9	3.6	5.2	9.4	0.0
HS.559665	17.8	24.2	6.6	2.2	1.8	1.6	8.2	2.2	0.0	8.1	5.8
HS.559673	0.0	2.3	0.0	0.0	1.3	0.0	0.0	1.9	3.7	0.0	4.5
HS.559709	1.5	1.0	4.6	4.3	3.0	2.1	2.5	5.0	10.0	4.5	0.0
HS.559714	4.4	5.4	3.3	13.6	8.5	6.9	12.2	0.0	5.6	7.5	8.1
HS.559766	0.0	0.0	2.4	0.5	0.0	0.0	2.2	2.5	0.0	0.9	1.3
HS.559770	8.9	10.8	4.9	1.3	11.5	9.2	26.1	6.3	12.5	19.5	0.6
HS.559814	3.3	2.0	0.9	2.7	1.2	0.9	1.1	0.8	2.9	0.6	0.0
HS.559820	0.0	6.8	0.0	0.0	5.3	1.6	0.0	0.5	0.7	1.5	0.0
HS.559830	0.0	1.5	0.1	1.7	0.0	1.2	5.6	2.2	2.0	0.0	4.5
HS.559834	0.0	0.0	5.3	0.2	6.1	5.3	2.7	3.8	3.5	0.0	0.7
HS.559851	3.0	0.6	8.0	1.6	5.1	1.9	0.0	0.0	1.8	6.2	7.7
HS.559860	1.8	0.0	3.5	4.2	0.8	0.0	3.8	2.1	0.0	0.0	6.2
HS.559863	14.2	5.4	14.9	6.3	9.5	3.4	10.6	8.8	3.3	6.2	0.0
HS.559981	10.3	3.1	12.7	6.5	5.8	0.5	3.1	1.6	1.6	3.1	2.6
HS.559999	4.0	4.9	13.4	6.1	3.5	0.0	3.8	1.7	5.4	0.3	0.3
HS.560019	3.2	3.2	2.7	3.0	5.3	0.0	7.8	2.4	0.2	3.7	1.8
HS.560046	3.8	2.7	5.6	5.3	4.8	0.0	4.4	4.8	7.7	4.2	5.5
HS.560095	5.7	0.0	3.2	1.2	1.6	0.0	0.0	4.8	0.0	0.0	4.1
HS.560098	0.0	4.6	4.7	6.3	0.0	4.4	0.0	4.2	0.0	2.9	1.3
HS.560106	3.2	4.7	1.4	2.8	0.0	0.2	0.7	1.4	2.0	5.1	2.2
HS.560115	7.4	6.6	2.7	1.9	0.9	0.6	0.0	2.8	0.0	0.0	7.0
HS.560132	0.6	0.0	2.7	1.1	1.4	5.2	0.0	0.0	1.5	4.6	0.0
HS.560163	2.3	1.4	3.9	0.0	3.2	0.0	1.6	3.1	0.0	0.8	0.8
HS.560263	6.2	0.6	0.0	2.8	2.8	0.9	3.2	0.1	0.0	5.3	1.1
HS.560266	1.6	5.7	0.0	0.0	0.0	0.0	2.5	5.5	4.6	0.0	1.7
HS.560290	0.0	1.3	0.0	0.0	0.6	3.5	0.0	0.0	1.7	0.0	2.1
HS.560292	0.0	0.0	0.0	2.4	0.0	3.8	0.2	0.0	0.0	2.3	0.0
HS.560319	0.2	1.9	0.0	6.6	3.2	2.9	10.0	0.0	0.4	2.6	0.0
HS.560343	36.1	29.3	42.0	46.2	7.7	36.3	43.7	38.7	17.4	45.8	37.3
HS.560344	0.0	1.5	0.7	0.0	1.1	0.0	5.8	3.7	4.8	1.0	0.9
HS.560357	42.7	36.3	24.4	38.2	53.0	23.5	50.4	73.3	79.7	61.2	43.4
HS.560387	2.9	2.4	1.7	4.1	0.5	1.7	1.5	3.7	5.1	3.2	6.4
HS.560407	5.0	5.2	12.0	7.3	4.4	0.0	4.0	2.0	2.8	6.7	2.9
HS.560457	3.6	0.0	7.3	3.9	7.6	6.1	1.0	0.0	0.0	0.0	0.0
HS.560459	4.5	5.5	1.6	7.5	1.4	1.5	3.9	3.8	0.0	1.9	0.0
HS.560503	0.2	3.1	2.0	3.2	6.0	1.8	3.3	0.0	2.9	3.2	2.9
HS.560522	0.1	3.2	6.3	0.2	0.0	5.4	1.8	0.0	12.7	5.3	0.5
HS.560536	1.5	2.1	0.0	1.3	1.0	2.6	10.6	1.4	0.0	1.9	2.0
HS.560542	0.1	0.0	0.0	0.1	4.3	0.0	0.0	0.0	1.4	0.0	3.1
HS.560560	6.9	7.2	0.0	7.6	5.2	5.7	0.0	3.0	0.0	0.0	2.7
HS.560563	4.9	5.0	2.4	2.6	0.0	5.5	10.2	4.7	9.1	5.3	6.9
HS.560576	0.0	2.9	5.8	4.1	3.2	2.0	0.5	4.2	9.5	0.4	0.0
HS.560621	3.0	6.9	5.3	0.0	1.8	0.0	0.0	0.0	1.4	0.0	1.0
HS.560651	0.0	0.0	0.0	0.0	3.6	0.4	2.1	2.4	4.9	1.7	0.9
HS.560698	0.0	0.5	0.0	0.0	0.5	3.8	0.0	0.0	0.0	0.0	0.1
HS.560701	2.0	2.1	0.5	1.4	9.7	2.3	0.0	5.0	0.0	4.6	0.9
HS.560728	0.0	1.9	0.0	0.0	0.0	2.0	2.3	0.9	5.5	0.4	1.5
HS.560732	3.6	3.9	5.8	2.3	3.8	4.6	7.8	6.1	15.8	3.7	14.3
HS.560736	0.0	5.4	2.0	2.0	0.0	2.0	3.1	0.4	3.3	4.3	1.1
HS.560740	1.6	0.0	5.9	3.8	3.9	2.4	7.7	0.0	3.2	6.4	1.9
HS.560741	1.4	12.0	4.8	1.1	1.1	5.7	1.2	6.9	12.9	3.8	1.3
HS.560817	1.4	7.5	11.6	6.2	4.5	7.4	7.3	1.1	8.5	4.2	2.5
HS.560896	2.3	2.1	0.0	15.1	5.2	2.6	3.4	1.9	0.0	7.0	11.2
HS.560899	7.1	0.0	2.3	0.0	0.6	2.9	1.8	0.0	2.9	0.0	0.0
HS.560906	2.4	11.8	1.3	8.2	7.0	0.5	3.5	0.0	0.0	3.1	5.8
HS.560963	0.1	0.6	0.0	1.8	1.1	3.1	0.0	0.0	1.4	0.0	0.0
HS.560984	9.8	3.4	5.7	2.7	4.5	0.0	0.0	6.6	4.9	0.0	4.2
HS.560987	13.3	4.0	5.7	12.5	6.9	3.6	9.9	4.9	7.6	4.4	0.4
HS.561033	0.0	3.3	0.0	4.7	2.9	0.7	0.9	6.0	2.4	0.0	0.1
HS.561057	0.0	1.1	3.1	0.0	1.6	0.0	0.0	0.0	5.5	0.6	5.1
HS.561108	1.3	0.0	6.6	8.1	1.3	0.0	1.3	0.0	0.0	4.7	0.0
HS.561130	11.5	2.4	2.8	5.2	3.1	6.3	3.4	0.3	10.6	7.2	5.3
HS.561144	0.0	2.7	3.3	4.7	6.5	2.8	10.2	3.1	5.2	2.1	6.9
HS.561174	1.8	2.2	5.2	0.0	7.0	0.4	1.9	0.0	0.0	0.0	1.8
HS.561205	0.5	5.9	2.5	0.0	2.3	0.1	3.7	1.8	3.4	0.0	1.7
HS.561259	0.0	1.4	1.4	3.2	0.5	0.0	0.0	2.6	1.6	2.9	6.2
HS.561307	2.4	0.0	0.0	0.0	0.5	0.0	1.8	0.1	0.1	0.8	0.4
HS.561363	0.0	1.2	1.7	1.2	6.3	2.7	0.1	3.4	5.3	2.0	0.0
HS.561365	1.3	0.1	2.3	0.0	5.8	0.0	2.3	0.0	7.6	0.2	0.0
HS.561415	2.1	3.0	2.5	1.6	5.3	8.0	3.8	4.1	1.0	3.6	8.3
HS.561418	5.2	6.2	7.2	4.6	0.0	0.8	1.2	0.0	1.3	1.1	4.6
HS.561422	3.4	2.6	17.0	0.0	7.7	6.2	3.6	4.2	0.0	7.0	12.8
HS.561430	0.0	0.9	5.0	6.6	2.8	0.0	0.0	6.0	0.0	0.2	3.3
HS.561432	0.0	0.0	0.0	0.0	5.5	0.0	0.3	1.5	0.0	0.0	4.0
HS.561438	0.0	1.5	2.0	2.3	0.0	0.0	0.0	0.3	0.0	0.0	3.6
HS.561493	16.4	3.5	2.6	7.0	0.0	0.0	5.4	0.0	8.0	3.4	11.4
HS.561526	8.6	9.5	6.2	3.2	7.9	8.7	9.7	11.4	9.8	8.0	13.3
HS.561542	2.3	2.8	3.3	1.4	3.2	2.8	3.6	0.0	0.5	5.2	0.8
HS.561570	2.7	3.8	0.0	1.0	0.0	1.6	2.2	0.0	0.0	0.0	2.9
HS.561575	5.2	7.2	0.0	0.0	0.2	6.1	7.9	2.3	0.2	1.1	2.2
HS.561599	5.6	7.5	3.7	0.0	4.0	3.9	0.0	0.9	0.0	0.0	0.0
HS.561603	5.2	3.6	1.0	4.9	0.0	2.7	11.6	11.3	9.7	12.1	0.4
HS.561604	4.7	4.2	10.1	2.6	2.7	9.5	4.3	12.0	1.5	1.6	1.0
HS.561625	15.7	5.9	3.7	6.8	0.0	2.8	6.3	1.4	0.8	2.2	4.9
HS.561632	0.1	0.0	3.9	2.5	2.4	0.5	2.0	5.9	7.9	2.4	4.7
HS.561633	5.2	6.8	4.8	4.2	4.6	2.3	3.9	0.0	0.6	2.0	0.0
HS.561644	10.7	2.1	9.8	0.0	0.0	0.0	5.1	0.0	1.9	6.1	1.9
HS.561656	0.0	1.1	1.7	0.0	0.0	4.4	0.0	0.4	0.0	0.3	6.5
HS.561679	1.0	0.2	0.0	0.4	2.9	0.0	0.0	1.9	1.8	2.7	4.1
HS.561735	15.2	17.1	10.0	20.5	0.5	4.8	18.7	9.2	9.6	15.0	10.3
HS.561747	54.7	46.3	67.8	78.7	74.3	89.2	138.4	124.3	108.8	113.2	109.4
HS.561759	2.3	0.0	0.8	0.0	2.1	0.0	6.8	3.0	0.0	0.0	7.0
HS.561786	0.0	0.0	2.5	7.0	0.0	0.0	6.3	0.0	0.0	3.4	0.0
HS.561814	0.0	6.4	2.5	0.2	0.0	0.0	5.6	4.6	0.0	3.1	0.0
HS.561844	4.9	4.4	9.0	5.4	7.1	3.7	4.6	2.2	13.7	10.6	11.3
HS.561874	4.2	2.1	4.5	4.7	0.0	3.9	0.0	0.0	0.1	0.8	2.8
HS.561885	7.5	4.5	6.2	10.4	4.6	2.4	1.4	2.6	5.3	0.9	2.1
HS.561915	3.8	0.0	2.2	11.9	5.2	2.2	7.3	9.6	5.6	9.3	7.5
HS.561929	0.0	0.0	4.9	0.0	2.9	2.2	0.8	0.0	0.0	0.3	2.1
HS.561960	0.0	0.0	3.9	2.8	1.2	5.1	5.5	0.5	0.0	7.3	2.7
HS.561963	2.1	5.0	1.3	3.9	6.1	2.1	0.0	2.7	1.3	5.5	0.8
HS.561999	0.0	4.7	2.4	0.0	0.0	0.0	3.7	0.0	0.0	1.3	0.0
HS.562032	1.6	3.6	1.1	0.0	0.0	0.0	0.0	1.6	8.5	0.0	1.1
HS.562058	8.8	6.7	4.3	2.3	4.2	5.2	0.5	0.0	1.2	2.6	0.0
HS.562118	17.2	10.2	10.1	9.9	15.9	7.0	7.0	4.8	10.5	8.3	10.3
HS.562129	1.5	1.3	3.3	5.6	3.8	0.0	1.8	3.6	8.4	3.6	0.8
HS.562146	1.8	9.1	12.2	4.3	2.7	1.0	4.4	1.9	2.6	0.9	3.0
HS.562164	2.2	3.1	0.0	8.9	0.0	4.4	0.6	14.6	1.2	4.9	4.5
HS.562197	1.6	2.7	4.0	0.0	1.7	3.6	6.8	5.2	8.1	0.5	7.8
HS.562205	8.9	3.4	4.4	0.0	7.1	3.2	1.3	14.3	6.5	0.4	0.0
HS.562219	80.6	86.8	116.4	106.3	75.7	54.7	70.5	68.4	139.0	42.8	58.8
HS.562230	0.0	0.0	0.6	3.2	0.0	0.0	0.1	10.4	6.9	14.1	15.0
HS.562263	4.7	0.9	2.9	3.1	2.5	4.4	6.2	1.8	5.1	9.5	0.1
HS.562281	4.4	1.3	0.7	10.4	1.2	2.5	1.7	6.1	8.1	5.0	5.2
HS.562345	0.0	0.0	0.0	2.7	3.1	0.0	3.6	2.3	4.6	0.0	0.0
HS.562350	1.7	3.7	3.4	2.1	1.1	0.0	0.0	3.1	8.5	0.0	0.0
HS.562367	0.0	0.0	6.8	9.0	5.5	2.5	2.5	0.7	12.8	3.9	0.9
HS.562435	4.3	2.9	2.1	0.0	0.0	2.0	4.3	0.0	1.0	0.0	2.3
HS.562448	2.3	7.0	0.3	3.2	0.0	0.0	0.8	0.0	0.0	0.0	1.7
HS.562488	4.1	14.2	2.9	3.8	0.7	3.2	4.1	2.6	7.0	3.7	4.6
HS.562504	6.3	9.9	2.9	3.3	3.1	0.7	5.2	4.9	4.3	6.3	2.9
HS.562528	1.8	0.0	17.5	3.0	6.2	6.0	2.8	0.0	0.0	5.0	0.0
HS.562585	0.0	0.8	0.5	0.0	0.5	2.1	3.6	0.6	0.3	0.0	0.0
HS.562624	8.0	9.7	0.0	17.6	1.5	9.8	10.2	8.3	7.3	9.9	2.0
HS.562638	0.0	5.3	2.1	0.0	0.4	3.3	5.5	7.8	7.8	0.1	3.5
HS.562639	2.3	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.5	2.4	5.6
HS.562641	0.0	1.1	2.7	3.8	8.6	0.0	0.0	0.0	1.1	5.4	6.3
HS.562647	4.2	0.5	0.0	4.6	1.7	2.3	3.4	0.5	0.8	1.6	0.4
HS.562701	6.9	7.5	9.5	6.5	14.0	4.9	6.0	3.7	11.6	6.2	0.4
HS.562726	0.0	0.9	2.0	0.0	0.0	1.7	0.0	0.0	0.9	0.0	0.0
HS.562727	0.8	0.0	0.5	5.9	0.0	0.0	0.9	7.1	4.5	1.0	3.9
HS.562844	3.3	0.0	1.0	0.0	0.0	0.8	0.0	0.0	3.7	5.4	0.0
HS.562874	0.0	0.0	2.7	0.0	3.0	0.0	0.0	0.0	3.9	0.0	0.0
HS.562875	70.0	73.4	22.2	25.9	41.5	17.3	52.4	88.6	70.4	90.0	58.2
HS.562888	5.4	2.3	7.9	4.6	2.4	3.1	0.3	0.0	1.5	2.9	1.3
HS.562889	5.5	9.0	1.6	1.3	6.3	0.0	6.5	0.0	1.2	0.0	0.0
HS.562901	1.3	0.0	0.0	0.0	0.0	0.0	0.0	3.2	4.8	0.0	0.0
HS.562917	0.6	7.2	0.1	0.4	1.1	2.7	0.0	0.0	2.3	0.1	3.0
HS.562922	4.7	5.9	0.0	10.7	0.8	5.5	8.5	8.2	1.6	2.8	4.5
HS.562928	0.0	0.0	0.0	0.9	0.0	0.9	0.0	2.0	0.0	0.0	1.7
HS.562947	3.1	0.0	0.0	3.5	0.0	0.0	0.2	2.9	0.0	0.0	0.0
HS.562980	4.4	6.6	4.8	0.0	15.7	3.4	2.5	5.4	0.0	2.1	6.9
HS.563019	2.4	4.5	1.2	3.9	12.4	0.0	2.0	4.3	0.0	5.9	5.3
HS.563020	11.3	9.5	3.6	0.0	2.3	7.5	5.0	8.0	0.0	9.5	6.1
HS.563138	0.0	3.0	2.1	3.9	7.6	11.9	6.4	3.0	0.0	0.4	17.1
HS.563147	10.9	8.8	14.2	9.1	8.1	4.2	4.9	5.6	5.0	4.6	5.8
HS.563165	13.6	4.4	3.0	4.1	7.3	5.9	13.2	1.1	10.3	11.1	13.8
HS.563166	5.6	0.0	4.2	0.0	0.0	0.0	0.0	0.0	5.8	0.0	0.0
HS.563200	0.0	2.7	1.4	0.0	1.0	0.0	7.2	0.0	2.3	0.0	0.0
HS.563240	0.0	9.6	3.8	0.0	1.4	7.4	4.7	0.6	10.7	0.1	0.4
HS.563267	4.9	3.7	3.2	3.1	2.5	4.0	1.7	4.2	0.0	4.0	1.5
HS.563292	1.5	4.4	4.5	2.6	9.7	1.3	6.0	4.4	2.1	1.3	0.0
HS.563340	3.9	10.8	6.3	2.6	1.1	8.9	5.0	4.6	10.0	2.5	1.9
HS.563373	0.0	0.6	0.1	2.4	7.7	4.5	0.0	0.0	6.2	1.5	0.0
HS.563400	0.0	11.1	5.4	0.0	4.8	0.0	2.2	4.4	2.5	2.3	5.6
HS.563406	1.0	3.3	4.2	3.0	4.1	7.5	7.9	3.4	6.1	6.6	5.7
HS.563436	0.0	0.0	2.2	0.0	0.0	0.0	0.4	2.4	0.8	0.6	0.5
HS.563438	0.0	6.5	3.8	0.0	0.0	4.0	4.2	6.0	3.4	0.0	0.7
HS.563518	3.0	6.6	9.1	4.6	16.7	0.0	5.0	0.0	0.0	1.6	0.2
HS.563550	7.8	13.2	0.0	3.9	7.7	2.8	1.6	0.0	0.8	0.0	0.3
HS.563552	6.5	8.7	10.2	6.5	14.8	13.0	14.0	6.0	2.6	6.5	3.1
HS.563599	1.3	0.5	0.0	0.8	0.4	1.7	0.9	0.4	0.1	0.0	3.5
HS.563605	0.0	0.0	0.9	1.8	0.0	2.2	1.2	0.0	0.0	0.0	0.0
HS.563639	1.6	5.3	1.9	8.5	1.5	2.2	5.2	7.4	4.4	6.8	6.4
HS.563654	4.2	5.9	9.0	3.4	3.1	5.3	0.6	0.3	0.0	0.4	2.3
HS.563667	3.3	1.8	2.7	13.0	0.0	4.2	2.2	5.7	1.5	1.7	3.4
HS.563687	0.6	0.0	0.0	0.4	0.0	1.0	0.0	0.0	0.0	1.2	0.0
HS.563695	3.8	1.9	0.0	2.5	0.0	1.5	6.4	0.0	1.4	4.8	0.4
HS.563710	0.0	0.0	4.4	6.8	9.4	4.4	6.6	2.8	4.9	6.9	2.1
HS.563767	0.0	0.0	1.4	1.7	0.0	3.0	3.9	2.7	0.0	0.0	0.0
HS.563783	3.6	6.5	5.6	3.5	2.5	2.6	0.0	3.3	6.8	1.9	2.0
HS.563805	0.0	0.0	1.8	0.0	2.9	3.9	2.1	4.2	1.5	6.7	6.5
HS.563827	2.2	2.5	4.1	1.0	0.8	7.7	2.6	0.9	1.8	7.9	1.5
HS.563847	0.0	3.0	1.8	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HS.563862	2.9	2.0	1.7	0.0	2.0	0.1	0.4	2.8	6.5	2.4	4.2
HS.563863	9.0	3.2	5.9	0.0	4.1	6.0	1.3	10.8	3.9	3.8	3.3
HS.563870	0.0	0.1	5.1	0.0	2.0	1.5	0.0	1.1	0.6	0.0	1.7
HS.563922	3.0	0.0	14.1	1.7	1.5	1.1	0.0	0.0	0.0	3.8	2.5
HS.563926	0.0	4.4	5.1	1.7	0.1	0.0	0.0	0.7	6.4	3.0	2.9
HS.563969	1.0	0.0	4.7	5.6	2.6	0.0	0.0	1.6	0.0	3.7	0.0
HS.563977	9.7	4.2	0.9	1.4	1.0	1.1	5.4	4.6	1.8	0.8	3.2
HS.563980	4.9	2.2	3.2	7.0	0.3	4.7	1.0	0.0	4.3	0.7	9.1
HS.563991	0.0	8.9	0.0	4.1	0.0	0.0	0.0	0.0	3.1	7.0	1.4
HS.564000	6.7	9.7	0.6	6.0	0.0	4.8	0.0	1.9	6.9	3.8	0.0
HS.564018	3.7	1.2	0.0	4.6	0.0	3.6	2.6	0.0	2.7	2.3	1.0
HS.564077	3.3	0.8	4.5	0.1	6.6	2.7	0.0	1.3	3.0	0.0	0.0
HS.564082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0
HS.564097	6.9	6.0	0.0	0.1	2.4	5.7	0.3	3.7	12.8	3.1	0.0
HS.564103	4.4	2.2	2.9	5.6	2.1	2.0	3.3	0.4	6.3	7.3	0.0
HS.564111	0.0	1.8	1.5	0.0	0.0	4.4	1.1	4.9	0.0	0.0	3.2
HS.564127	0.0	1.6	0.0	3.3	0.0	2.2	0.0	1.6	1.1	1.8	2.1
HS.564132	0.0	0.1	3.8	11.8	2.3	0.0	0.0	4.7	10.8	1.8	4.5
HS.564150	3.9	4.2	0.0	0.8	2.2	0.0	4.0	0.0	0.0	4.7	0.4
HS.564153	3.8	1.4	1.0	8.1	2.5	0.3	1.9	0.0	0.0	0.0	6.8
HS.564154	5.0	0.7	0.0	5.9	3.4	0.0	1.6	1.1	5.2	0.7	0.2
HS.564159	1.7	0.0	6.5	3.2	2.7	1.0	0.0	0.0	0.2	2.3	1.2
HS.564168	0.0	0.2	0.1	5.8	4.1	0.0	0.0	4.5	6.3	0.4	0.0
HS.564183	0.0	0.0	4.6	0.0	0.9	0.0	0.0	0.0	0.6	0.0	0.0
HS.564211	0.4	6.9	0.0	0.3	0.0	0.9	0.0	5.6	4.4	0.0	0.6
HS.564216	4.0	1.0	12.8	4.4	5.1	1.2	6.6	6.6	16.9	4.2	5.9
HS.564221	0.0	5.6	2.7	6.4	1.8	3.6	1.5	0.3	2.1	3.0	3.3
HS.564264	0.0	0.2	0.0	0.3	3.3	0.0	0.2	0.0	4.2	0.0	0.0
HS.564280	0.0	1.4	0.0	0.2	2.8	0.0	0.0	1.8	5.8	0.0	0.0
HS.564297	3.4	0.0	2.2	0.4	4.8	1.2	0.0	0.9	0.0	0.2	5.0
HS.564301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.4
HS.564338	2.2	6.3	0.0	2.7	1.7	4.6	2.1	5.2	1.5	1.6	17.9
HS.564389	3.5	1.0	1.3	0.0	6.8	4.3	8.8	10.0	0.3	0.0	1.0
HS.564428	6.1	0.4	3.8	3.6	2.7	2.5	3.9	3.7	4.5	5.7	3.4
HS.564439	5.8	0.5	0.0	4.2	7.4	5.9	4.5	3.3	0.0	3.4	0.6
HS.564485	0.0	0.6	5.2	0.0	7.0	0.3	2.4	0.0	11.1	3.4	3.9
HS.564504	6.6	0.0	25.5	25.7	5.5	7.2	6.0	5.1	10.8	12.9	11.2
HS.564510	0.9	0.0	0.0	7.5	1.1	0.8	0.0	1.3	0.0	0.7	7.2
HS.564531	1.2	2.2	0.9	0.3	0.0	3.0	2.6	0.0	4.1	2.0	0.2
HS.564542	0.5	1.8	3.0	2.2	0.9	0.0	1.9	2.2	0.0	0.0	1.0
HS.564574	0.0	6.7	0.0	1.7	0.5	2.7	0.0	4.8	1.4	0.8	2.7
HS.564578	1.3	5.0	1.4	1.7	1.5	2.8	1.9	0.0	2.2	0.0	1.6
HS.564582	1.9	7.3	0.0	0.8	0.8	3.0	3.9	10.7	1.9	5.5	0.0
HS.564657	9.2	4.8	7.8	2.7	3.7	0.5	1.3	2.5	0.9	0.0	1.4
HS.564658	1.6	0.0	2.8	6.1	7.6	1.0	3.0	0.0	3.4	2.0	1.8
HS.564673	0.0	4.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.0	11.0
HS.564675	3.7	2.0	5.4	0.8	2.8	0.0	2.2	3.3	2.8	2.3	3.9
HS.564676	4.8	11.4	14.2	6.5	12.3	5.3	7.4	1.9	3.9	1.5	11.8
HS.564680	6.2	3.4	0.9	0.0	0.5	2.4	4.6	1.5	0.0	1.1	0.0
HS.564701	0.0	4.4	5.2	0.0	1.6	0.0	4.6	0.0	10.3	0.0	3.7
