TargetID	MF1.AVG_Signal	MF1-2.AVG_Signal	MF3.AVG_Signal	MF3-2.AVG_Signal	MF6.AVG_Signal	MF6-2.AVG_Signal	A1.AVG_Signal	B1.AVG_Signal	C1.AVG_Signal	D1.AVG_Signal	E1.AVG_Signal
LOC100130123	3.1	1.0	0.0	4.8	7.5	2.9	7.1	0.0	7.3	1.5	2.0
LOC100130126	0.0	0.0	3.1	0.1	4.5	0.0	0.0	0.0	3.2	1.6	3.5
LOC100130127	0.0	0.0	0.0	0.0	0.0	4.7	0.3	0.0	0.2	0.0	0.6
LOC100130128	3.2	0.0	5.4	0.0	1.6	0.2	0.0	0.0	3.0	0.1	3.0
LOC100130131	0.0	2.8	6.9	9.0	3.1	9.5	10.1	5.5	4.3	4.9	5.9
LOC100130133	5.9	1.9	1.5	4.3	6.0	3.5	7.3	4.9	3.8	0.7	0.8
LOC100130134	0.0	1.6	3.2	0.0	0.0	0.5	0.4	0.8	0.0	0.0	0.0
LOC100130135	0.5	5.2	0.0	0.0	0.0	2.6	2.4	0.0	1.2	0.0	0.7
LOC100130138	8.7	3.1	5.6	1.9	10.6	1.8	11.5	5.1	5.1	9.2	3.5
LOC100130141	0.0	0.8	0.6	4.1	0.0	0.3	0.0	1.5	1.5	0.0	0.0
LOC100130148	2.7	0.4	0.0	0.0	0.0	1.4	0.8	0.0	1.7	0.0	0.8
LOC100130154	91.0	96.7	169.7	159.4	177.1	155.5	43.3	124.8	80.7	88.9	132.6
LOC100130155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.1	1.8
LOC100130157	1.4	2.8	0.0	1.6	0.3	0.0	1.6	0.0	3.3	0.9	0.0
LOC100130166	1.1	0.0	0.0	2.0	0.0	2.1	2.5	2.8	0.0	0.3	0.0
LOC100130168	3588.5	3259.5	1381.7	1429.8	2203.4	1123.6	3067.0	2822.1	2626.1	2928.6	1814.6
LOC100130171	0.0	1.3	5.8	0.0	0.1	1.6	7.0	0.5	4.4	3.4	1.0
LOC100130172	0.0	0.4	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4
LOC100130174	0.0	0.0	0.0	0.0	0.0	2.2	0.5	0.0	2.5	1.1	0.0
LOC100130176	1.5	0.2	2.1	0.0	8.4	0.8	0.0	0.0	0.0	0.3	0.0
LOC100130178	116.9	112.2	183.4	212.4	256.2	236.2	185.6	156.0	193.0	143.1	184.3
LOC100130179	1.5	0.0	0.6	0.0	1.3	7.2	0.0	3.3	0.0	5.5	2.7
LOC100130184	0.5	6.9	0.1	1.4	1.7	0.0	3.9	2.2	5.8	0.4	0.0
LOC100130187	2.2	5.1	0.0	5.6	2.9	1.9	0.6	1.5	0.0	0.6	2.5
LOC100130190	12.0	13.1	4.0	2.6	4.4	16.7	9.2	20.3	4.2	10.8	25.6
LOC100130195	0.8	0.2	0.0	0.0	0.0	0.0	5.5	0.0	2.8	0.0	0.0
LOC100130199	0.0	0.6	0.0	4.2	0.1	0.0	0.0	2.6	3.1	0.0	0.4
LOC100130207	5.7	6.9	1.5	0.9	0.0	2.0	2.1	10.9	5.0	0.0	6.9
LOC100130208	0.0	0.8	0.3	2.3	0.0	1.6	0.0	1.4	0.0	0.0	0.0
LOC100130211	0.0	0.0	1.6	0.0	0.0	0.0	0.0	5.6	4.3	1.4	0.5
LOC100130214	5.4	1.2	0.0	5.3	5.9	1.7	3.8	1.5	7.2	1.6	0.0
LOC100130216	1.4	0.7	6.5	2.3	0.6	0.0	3.0	1.9	0.0	0.0	1.4
LOC100130217	2.0	2.9	1.7	5.3	10.1	3.3	8.0	6.2	7.5	7.0	5.5
LOC100130218	1.3	0.0	3.0	5.4	0.0	4.6	0.0	4.1	2.9	4.0	0.0
LOC100130220	0.0	3.7	0.5	1.1	0.0	0.0	0.0	0.0	0.0	3.3	0.0
LOC100130221	0.0	1.2	1.4	0.0	1.3	0.0	0.4	2.4	0.0	0.0	0.0
LOC100130224	0.9	0.4	4.3	2.3	0.3	3.9	0.0	3.3	3.7	0.0	0.3
LOC100130227	1.7	0.0	0.0	5.8	0.0	0.0	0.0	1.0	4.8	0.7	0.0
LOC100130228	1.1	5.6	3.3	11.6	5.3	1.6	0.0	0.1	4.7	3.0	3.2
LOC100130229	151.3	159.1	32.9	26.1	60.8	28.7	127.6	403.6	163.6	323.0	90.2
LOC100130230	0.0	0.4	6.8	0.0	0.0	2.8	4.6	0.5	0.0	0.0	3.3
LOC100130233	4.4	1.1	3.5	3.1	3.2	3.3	6.2	1.8	6.3	4.5	3.0
LOC100130236	3.9	0.0	4.4	0.0	5.1	0.5	2.4	5.1	0.0	3.3	1.5
LOC100130238	0.0	1.4	0.0	0.0	0.0	1.2	2.9	1.7	0.0	0.0	0.2
LOC100130241	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.4
LOC100130245	1.3	0.0	0.0	0.0	1.5	0.9	5.4	2.4	2.5	0.0	0.0
LOC100130246	7.6	0.0	0.0	0.0	0.0	0.2	6.2	0.0	0.1	0.0	4.0
LOC100130247	0.0	0.0	1.8	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0
LOC100130249	0.0	0.4	0.2	0.0	1.6	0.0	0.0	5.4	4.7	0.0	0.0
LOC100130255	0.0	0.0	3.2	11.8	7.3	3.0	1.2	1.9	0.0	2.4	3.2
LOC100130262	0.0	0.0	0.7	0.2	0.5	0.2	2.3	2.1	2.7	0.0	2.6
LOC100130263	5.5	0.0	5.2	7.2	5.2	7.6	7.3	7.8	6.9	9.1	2.9
LOC100130264	0.0	0.0	1.4	1.7	3.5	2.1	0.4	0.0	0.0	0.0	0.0
LOC100130267	0.0	0.0	6.7	0.0	0.0	2.3	1.4	1.3	0.0	0.0	0.0
LOC100130269	0.0	0.0	0.0	0.0	2.1	1.6	0.0	0.0	0.0	0.0	0.0
LOC100130274	3.8	0.1	0.0	1.7	0.4	0.0	0.0	0.0	2.7	0.0	1.2
LOC100130276	50.4	35.4	13.0	27.4	44.6	7.1	42.4	44.6	61.7	56.1	33.2
LOC100130285	5.0	0.3	2.6	4.6	1.7	0.0	1.2	1.2	10.2	4.9	0.0
LOC100130288	0.9	1.7	0.2	1.2	2.4	0.0	0.8	1.0	2.0	0.0	0.5
LOC100130289	4.5	3.5	14.2	17.8	25.2	15.5	6.3	5.0	3.1	4.3	5.5
LOC100130291	14.0	13.1	11.7	13.5	18.2	15.1	18.1	18.7	16.6	16.6	17.2
LOC100130293	4.0	0.0	0.0	0.0	7.5	0.9	0.0	0.0	7.4	3.5	0.0
LOC100130297	1.9	0.1	0.0	9.9	1.4	0.0	3.9	0.0	3.0	0.0	0.0
LOC100130298	10.8	19.2	0.7	4.2	48.4	25.2	14.0	4.0	34.0	12.8	16.7
LOC100130301	0.0	2.2	0.0	3.6	0.0	0.4	0.0	3.8	2.6	2.4	0.0
LOC100130308	468.2	459.9	460.7	333.2	785.5	839.7	583.4	505.3	654.4	502.5	681.8
LOC100130311	0.0	8.6	0.4	3.3	3.6	6.1	1.7	1.0	1.0	3.2	0.5
LOC100130312	0.0	0.0	1.4	0.0	0.0	0.0	1.5	1.5	2.4	0.8	0.0
LOC100130320	0.0	1.0	1.0	0.0	2.7	2.3	0.0	0.1	0.0	0.0	0.6
LOC100130324	1.8	0.0	0.0	0.1	1.2	0.0	0.0	0.0	0.7	1.4	2.3
LOC100130325	2.0	0.0	0.8	2.7	4.7	1.0	0.0	1.9	0.0	1.0	3.2
LOC100130328	2.4	0.4	3.2	0.0	0.5	0.0	0.0	0.0	3.3	0.5	5.9
LOC100130332	13.9	8.3	10.0	8.7	10.7	5.2	4.3	1.9	9.1	7.3	3.5
LOC100130341	0.2	2.2	2.7	0.0	0.0	0.9	1.7	0.1	13.0	0.0	0.0
LOC100130344	1.7	6.6	0.0	0.5	2.4	0.1	0.0	7.2	4.9	0.1	0.0
LOC100130345	0.1	0.0	0.7	0.4	0.5	2.2	0.0	6.3	0.0	0.0	0.0
LOC100130348	0.0	2.2	1.9	0.0	3.3	0.0	0.0	0.0	2.5	0.0	0.4
LOC100130351	2.2	0.0	0.0	2.8	1.3	0.0	0.0	2.6	1.0	0.0	0.7
LOC100130353	29.4	34.6	15.3	22.4	22.0	14.1	32.7	38.7	34.7	39.4	34.8
LOC100130354	0.0	0.0	3.1	0.1	1.8	4.3	3.4	0.0	10.4	0.0	2.3
LOC100130356	2.1	0.0	0.0	0.0	0.6	2.1	0.0	2.6	2.0	2.2	0.0
LOC100130357	5.9	1.3	0.0	2.7	0.0	0.4	1.4	2.0	0.0	0.0	1.0
LOC100130358	0.0	4.8	2.3	0.0	3.3	0.4	0.0	6.5	2.8	0.0	0.2
LOC100130361	0.0	2.8	2.0	0.0	1.3	0.6	1.6	1.5	11.4	2.9	0.0
LOC100130363	0.9	0.7	0.0	0.0	3.2	0.6	1.0	0.0	5.3	0.0	1.3
LOC100130367	197.6	132.3	15.7	9.4	23.1	13.2	35.6	41.5	27.5	26.1	34.9
LOC100130370	0.0	0.0	4.2	0.0	0.6	0.0	0.0	0.0	6.7	1.7	0.0
LOC100130383	0.4	1.3	0.0	2.5	1.0	3.1	0.8	0.0	0.0	0.0	0.0
LOC100130386	0.0	3.4	4.6	3.5	2.6	0.8	0.0	0.2	0.0	0.2	0.0
LOC100130387	3.0	7.4	0.2	0.0	1.2	3.6	0.0	3.1	3.1	3.8	9.6
LOC100130406	0.0	5.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130411	0.2	1.1	1.2	1.3	0.6	5.0	0.0	0.9	2.1	2.7	0.0
LOC100130413	3.5	6.1	6.0	8.1	4.9	1.5	0.0	1.2	0.1	7.7	2.2
LOC100130417	2.8	0.0	6.9	0.0	2.8	4.5	0.2	0.0	0.8	0.0	0.0
LOC100130420	0.0	3.5	2.6	0.0	1.7	3.2	0.0	0.7	6.2	3.7	0.0
LOC100130422	0.0	0.0	4.8	0.0	16.0	9.0	1.9	0.0	5.0	8.0	5.7
LOC100130426	0.0	6.3	3.7	0.5	1.9	0.0	0.0	1.5	0.0	0.0	0.0
LOC100130429	0.0	0.0	2.8	8.3	0.3	0.9	0.0	1.4	0.0	2.0	0.6
LOC100130431	0.0	0.8	0.0	0.0	2.8	0.0	0.9	1.7	0.0	0.9	0.0
LOC100130440	0.0	0.0	0.4	0.0	1.3	0.0	5.1	0.0	0.0	0.0	0.0
LOC100130441	4.5	7.4	0.0	0.0	2.6	3.2	0.0	5.2	0.6	3.0	0.7
LOC100130443	0.0	0.0	0.0	0.0	0.0	0.5	0.0	2.9	0.0	0.0	3.2
LOC100130445	1640.2	1614.4	741.4	769.0	1187.3	592.5	1207.0	1299.3	1277.9	1219.5	742.1
LOC100130446	8287.5	8560.5	9859.1	9859.1	9343.9	9049.9	9648.6	8674.0	8636.4	8900.6	8843.8
LOC100130451	9.3	7.6	2.6	7.6	10.9	0.0	4.9	0.1	13.8	2.3	11.4
LOC100130452	0.6	3.6	0.0	2.4	3.7	0.1	0.1	0.0	1.9	2.8	0.0
LOC100130453	0.0	3.3	0.0	0.0	1.4	4.1	0.3	0.0	0.0	0.0	2.8
LOC100130454	3.3	0.0	5.5	0.0	0.0	0.9	1.4	1.4	0.0	3.5	3.6
LOC100130457	3.2	0.0	0.0	2.5	0.0	0.0	0.4	0.0	1.2	1.5	0.0
LOC100130458	3.8	7.4	18.1	21.3	8.6	15.8	12.0	10.6	33.5	10.2	17.3
LOC100130465	0.2	0.0	2.7	2.9	1.5	3.1	1.7	2.6	4.2	0.0	1.9
LOC100130467	1.1	0.0	4.6	0.0	0.0	0.0	0.0	3.8	0.0	0.8	0.0
LOC100130469	2.9	0.0	0.0	0.3	0.0	3.4	4.2	2.4	0.0	0.7	0.7
LOC100130472	0.0	2.7	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130476	10.8	10.2	10.2	23.3	20.5	8.4	15.0	5.6	23.9	16.0	19.3
LOC100130477	3.7	0.0	0.0	4.5	12.6	3.0	0.0	10.9	0.0	1.4	6.8
LOC100130480	0.0	0.0	3.4	1.0	0.0	0.0	0.0	2.0	0.0	0.4	0.8
LOC100130483	1.1	0.4	5.1	0.8	3.9	1.4	0.9	9.5	4.6	3.3	0.0
LOC100130488	0.0	0.0	1.8	5.4	2.0	0.0	3.6	0.0	0.0	0.9	0.9
LOC100130492	1.2	3.1	0.4	1.4	1.2	1.7	5.0	1.7	2.1	4.6	6.1
LOC100130494	2.3	3.6	4.1	1.7	2.6	0.0	2.7	3.2	2.2	3.5	0.2
LOC100130496	0.9	0.0	0.0	6.9	0.0	1.8	0.0	0.0	4.1	0.4	4.8
LOC100130502	0.0	0.4	0.0	8.2	3.8	0.0	1.0	0.0	0.0	0.0	0.0
LOC100130503	1.8	1.2	0.0	3.0	1.3	0.0	0.2	2.0	3.4	2.7	2.0
LOC100130506	0.0	0.1	3.9	0.0	3.7	0.2	0.0	0.0	2.6	0.0	5.2
LOC100130508	0.9	1.6	2.8	1.2	0.3	2.4	4.0	0.0	5.3	5.4	0.0
LOC100130511	65.1	63.1	50.3	38.3	44.8	80.9	75.4	72.8	71.1	81.1	94.3
LOC100130513	4.4	2.2	4.9	4.3	3.8	1.5	4.8	3.2	0.0	8.0	13.1
LOC100130516	566.4	514.9	290.1	289.1	590.4	235.4	449.6	652.1	777.1	825.3	449.6
LOC100130518	3.7	0.0	14.2	0.0	0.0	5.2	1.3	3.5	0.0	7.5	9.3
LOC100130519	1.8	0.0	6.9	0.0	0.0	0.0	0.4	5.4	0.0	2.6	0.0
LOC100130520	5.8	1.5	2.3	3.9	16.0	20.9	6.8	5.5	7.9	8.7	2.2
LOC100130522	1.2	3.6	3.4	1.3	0.5	1.9	1.4	2.4	1.3	0.0	1.8
LOC100130525	0.4	7.1	2.2	5.8	0.7	0.0	1.7	0.0	3.3	0.0	3.5
LOC100130536	2.6	1.9	3.8	0.1	0.0	0.0	0.0	0.0	0.9	1.5	1.1
LOC100130539	0.0	2.9	2.3	0.0	5.7	0.0	0.0	1.1	0.0	4.8	2.6
LOC100130541	0.0	0.0	0.0	0.0	0.6	4.0	0.0	0.0	8.3	0.0	2.6
LOC100130542	8.9	0.0	4.3	0.0	2.8	0.5	5.6	0.0	6.0	6.4	3.5
LOC100130546	3.1	0.5	4.8	1.1	0.1	3.4	0.7	1.7	5.3	0.0	2.2
LOC100130549	0.0	5.6	0.2	0.0	0.0	0.0	0.1	3.0	12.8	2.6	0.0
LOC100130550	8.6	13.0	15.0	21.3	6.4	14.4	16.5	10.8	8.0	12.8	6.9
LOC100130552	0.0	4.5	5.5	5.3	9.4	1.5	0.5	4.1	7.9	3.0	4.4
LOC100130553	8248.7	7907.4	9421.6	8216.3	4746.6	8085.9	5262.8	8216.3	4570.8	9511.9	8428.4
LOC100130555	0.0	0.0	0.0	0.0	0.0	1.1	5.1	0.0	7.0	1.3	1.9
LOC100130556	25.4	11.4	26.7	57.8	23.4	26.2	51.0	24.9	37.4	10.8	13.2
LOC100130557	18.2	15.7	18.0	14.9	8.1	9.6	12.9	4.7	20.6	10.1	10.2
LOC100130561	118.0	105.4	90.7	77.9	52.4	147.7	92.6	199.3	192.7	229.1	316.4
LOC100130562	34.1	32.1	42.6	33.3	21.6	121.3	10.7	198.6	19.3	230.2	313.6
LOC100130563	0.0	2.2	1.7	0.0	0.7	0.0	0.0	0.0	5.4	2.3	2.3
LOC100130564	0.8	4.6	1.0	0.0	0.0	0.2	0.0	1.6	3.0	0.0	1.3
LOC100130575	5.4	4.1	8.8	3.3	0.0	6.4	0.0	2.5	0.0	0.0	8.0
LOC100130581	0.0	0.0	0.0	0.0	0.4	1.4	0.0	0.0	0.0	0.0	1.9
LOC100130589	1.3	0.0	0.0	0.0	0.0	5.3	1.9	4.3	1.3	0.0	3.3
LOC100130591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.5	0.8
LOC100130592	2.5	1.5	7.4	0.0	0.0	3.6	1.3	0.0	9.2	5.6	13.1
LOC100130598	83.2	91.3	43.6	49.6	81.7	33.7	47.4	89.9	70.6	50.5	41.5
LOC100130600	1.2	0.0	0.0	0.2	3.6	1.0	0.4	0.5	7.9	4.4	2.8
LOC100130604	10.3	13.6	2.4	0.2	13.5	6.5	15.3	13.7	20.0	24.8	3.9
LOC100130616	0.0	0.0	1.5	0.0	0.0	0.0	4.0	0.6	0.5	0.0	2.4
LOC100130623	8.5	12.0	22.9	19.3	15.3	6.7	16.7	14.3	14.3	10.2	10.1
LOC100130624	19.5	12.1	25.5	21.0	38.9	22.9	22.6	21.0	20.5	28.8	41.8
LOC100130633	16.8	15.0	36.6	33.3	48.8	60.0	41.0	39.3	29.0	71.9	47.5
LOC100130644	2.2	0.0	2.8	0.5	0.0	0.0	2.4	0.8	0.0	0.0	0.0
LOC100130648	4.2	1.0	0.0	2.4	5.0	3.8	6.4	3.5	3.7	2.3	5.3
LOC100130652	4.7	2.3	0.0	2.7	0.0	0.7	4.3	0.0	0.0	0.0	0.0
LOC100130663	0.1	2.9	7.0	0.3	1.7	0.4	4.2	0.7	6.0	1.7	2.1
LOC100130667	7.1	0.0	6.4	1.6	4.5	5.9	5.1	4.4	0.0	8.2	0.0
LOC100130673	0.0	0.0	2.2	0.0	1.0	0.4	0.0	0.5	1.9	0.2	0.5
LOC100130679	10.6	0.0	0.0	4.5	13.3	0.1	7.3	0.0	0.0	3.6	5.1
LOC100130691	2.7	2.6	0.0	0.0	0.0	0.0	0.0	1.0	1.1	1.1	0.0
LOC100130692	0.0	0.0	1.2	0.0	6.1	0.0	0.0	0.4	0.0	0.0	1.7
LOC100130696	3.8	0.4	6.3	0.0	5.2	4.9	1.5	0.0	4.3	0.0	7.8
LOC100130698	1.9	0.0	0.0	1.7	5.9	0.0	0.8	0.2	1.9	0.0	4.8
LOC100130700	0.3	0.8	0.8	2.4	3.1	0.0	0.0	2.1	0.0	2.5	0.1
LOC100130701	15.0	15.3	5.9	5.0	3.9	6.9	6.5	14.4	18.6	5.8	8.8
LOC100130703	6.0	0.3	0.7	2.0	1.8	0.0	0.0	2.6	0.0	0.0	0.0
LOC100130705	1.8	0.3	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0
LOC100130707	64.8	60.4	37.5	32.3	61.7	155.9	41.5	142.0	49.9	136.2	192.2
LOC100130709	3.5	2.7	0.0	0.2	0.0	0.0	0.4	2.7	0.0	0.0	0.8
LOC100130711	1.7	0.1	0.0	1.2	2.8	1.5	0.0	3.6	4.0	0.0	0.0
LOC100130712	1.2	2.4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.8	5.4
LOC100130715	75.1	110.6	164.8	150.9	90.5	78.3	73.8	109.3	99.9	62.2	121.2
LOC100130716	1.5	0.1	0.0	0.0	0.0	0.3	1.2	2.3	0.0	0.0	1.6
LOC100130721	0.0	0.0	5.3	0.0	0.0	1.4	0.0	1.7	1.4	0.0	0.0
LOC100130734	0.0	0.1	0.0	0.0	0.0	2.2	0.0	3.2	2.0	0.0	6.2
LOC100130736	0.0	0.0	3.8	4.8	3.2	0.0	1.0	0.0	1.3	0.3	0.0
LOC100130743	3.8	0.0	0.3	0.0	3.4	0.4	7.3	6.8	0.0	0.0	0.0
LOC100130746	4.7	1.4	12.1	9.9	4.4	1.8	7.6	7.7	1.1	13.3	4.8
LOC100130750	14.2	10.7	18.0	21.1	18.7	12.3	20.8	14.8	50.8	15.9	27.3
LOC100130757	4.0	1.4	5.4	4.6	2.7	1.4	0.0	3.7	0.0	5.0	0.0
LOC100130758	0.0	11.0	2.2	1.0	3.0	4.3	0.1	0.0	0.0	2.5	7.1
LOC100130764	19.5	29.0	12.9	20.5	33.7	8.8	12.5	20.3	28.5	16.5	15.1
LOC100130769	0.0	1.5	5.1	0.2	0.0	0.0	1.6	0.6	3.1	0.0	0.0
LOC100130771	3.5	0.9	0.0	0.7	0.0	0.0	3.6	1.4	0.7	0.0	0.0
LOC100130775	127.9	132.8	281.1	352.4	492.2	240.0	666.2	575.2	1282.8	614.5	1123.6
LOC100130776	4.6	3.1	15.8	9.7	10.1	0.0	1.4	2.5	12.9	6.9	2.6
LOC100130790	6.7	11.6	5.4	2.5	0.9	0.6	0.0	4.8	3.9	2.2	0.0
LOC100130794	0.0	2.9	0.0	0.5	2.2	3.7	7.1	4.5	10.0	0.7	0.9
LOC100130795	1.3	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0
LOC100130798	0.0	0.0	11.9	0.0	2.2	1.2	2.0	1.2	0.0	0.3	0.0
LOC100130800	0.0	3.3	0.0	0.0	2.7	1.7	1.1	0.0	3.7	0.0	0.9
LOC100130802	7.2	6.7	19.9	18.7	14.3	7.6	11.2	1.7	8.4	8.1	7.0
LOC100130803	3.1	4.3	6.9	0.3	0.0	3.7	5.4	0.0	7.6	1.6	0.9
LOC100130808	6.5	26.0	8.5	24.1	3.5	4.0	2.1	4.7	0.4	0.2	0.2
LOC100130809	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130812	5.1	1.0	0.9	7.6	1.1	7.0	2.2	0.6	4.3	2.0	7.3
LOC100130814	0.8	4.8	2.8	2.0	4.2	1.2	3.0	1.3	0.1	0.3	1.6
LOC100130815	0.7	1.2	1.5	2.3	3.7	0.0	2.8	6.7	0.0	1.4	2.5
LOC100130816	0.1	0.0	0.0	0.6	0.0	0.8	1.3	2.7	1.5	3.5	0.1
LOC100130818	13.4	9.1	13.2	37.2	20.2	14.1	18.9	5.3	17.0	10.4	12.1
LOC100130819	0.0	0.0	0.0	0.7	1.5	1.5	0.5	0.0	0.0	0.0	1.9
LOC100130824	0.0	0.0	0.5	6.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0
LOC100130825	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0
LOC100130827	0.4	0.1	9.6	5.2	1.7	4.0	2.6	4.1	3.9	4.8	0.8
LOC100130828	27.4	21.3	3.8	11.0	5.9	6.6	0.0	3.3	3.5	8.6	3.1
LOC100130829	0.0	3.1	2.2	3.3	0.0	5.1	1.4	0.0	4.9	2.9	0.0
LOC100130833	1.5	0.5	0.0	0.9	0.0	0.0	0.8	0.0	0.0	0.0	0.0
LOC100130835	203.7	207.6	97.5	109.3	181.4	88.1	126.1	251.6	257.0	203.4	142.3
LOC100130837	16.0	10.3	13.0	3.4	8.6	11.4	9.6	21.7	2.1	11.1	15.7
LOC100130840	4.9	0.0	2.7	2.2	0.0	0.0	0.0	0.0	0.0	4.1	0.0
LOC100130844	2.3	0.0	0.0	2.8	6.7	0.1	0.0	0.0	5.3	2.3	0.1
LOC100130846	0.0	0.3	0.0	0.0	0.5	0.0	0.0	1.1	6.8	0.0	0.0
LOC100130849	0.6	5.1	3.1	0.0	4.3	0.0	0.0	8.7	0.0	2.5	12.1
LOC100130850	0.9	0.0	1.0	5.8	0.0	3.7	3.4	0.0	3.7	2.9	3.6
LOC100130852	0.0	2.5	1.4	0.7	0.0	0.0	0.0	1.7	0.8	0.0	0.0
LOC100130855	0.0	0.0	2.5	0.2	2.0	0.0	1.5	0.0	0.0	0.0	1.5
LOC100130856	4.7	6.5	5.5	14.4	7.9	11.3	13.3	13.0	11.9	10.4	11.3
LOC100130859	0.0	0.0	1.1	0.0	2.2	0.0	0.0	11.3	0.0	0.6	0.0
LOC100130869	2.1	4.7	0.0	1.3	1.5	0.0	0.0	0.8	1.0	0.0	0.0
LOC100130872	3.9	4.6	1.5	8.6	6.7	2.2	7.4	4.6	10.1	3.5	8.6
LOC100130880	4.8	1.6	3.6	2.0	0.7	0.0	6.1	2.0	2.7	2.2	2.5
LOC100130881	2.6	0.0	0.0	5.1	0.3	0.0	0.0	0.9	0.0	0.0	0.0
LOC100130882	2.6	2.5	0.0	0.0	0.9	4.9	2.2	0.0	0.0	2.1	3.1
LOC100130883	1.5	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6
LOC100130884	3.8	0.0	0.6	1.7	0.0	0.0	0.4	0.0	0.8	2.7	1.9
LOC100130886	131.3	134.5	80.2	71.2	138.9	134.1	219.7	106.0	154.6	141.3	81.3
LOC100130887	6.6	0.0	1.9	1.6	1.7	0.5	2.7	0.0	0.0	2.5	2.8
LOC100130892	334.4	353.2	382.2	430.9	301.6	277.3	341.7	320.0	385.8	342.7	436.2
LOC100130894	0.0	0.0	4.7	0.0	4.5	1.6	5.7	4.9	0.0	0.2	0.7
LOC100130897	0.0	0.0	4.1	0.0	4.4	2.0	0.0	0.0	1.4	0.0	4.8
LOC100130900	0.2	7.0	0.0	1.3	0.0	0.1	0.0	0.0	0.4	0.0	3.5
LOC100130902	0.0	0.0	0.0	0.0	0.6	3.5	3.2	0.0	20.1	4.8	1.0
LOC100130904	0.6	1.5	2.0	0.0	5.9	0.0	3.4	0.0	1.0	2.4	0.0
LOC100130905	1.0	0.0	5.1	1.1	0.9	0.0	5.4	0.0	5.6	3.5	0.4
LOC100130906	7.1	1.1	3.9	5.6	0.0	7.1	6.2	1.1	1.1	4.5	0.0
LOC100130914	94.2	100.0	77.7	59.5	44.8	49.3	162.9	130.7	98.2	63.8	41.5
LOC100130919	691.3	682.3	435.1	389.5	532.7	519.1	384.4	513.7	522.7	481.4	395.6
LOC100130921	6.4	1.3	0.0	4.8	3.8	1.3	1.5	1.9	2.0	3.5	2.8
LOC100130928	0.0	4.7	0.3	5.4	3.2	0.0	3.9	0.0	0.0	2.5	8.6
LOC100130932	26.1	25.6	46.2	47.9	55.7	73.5	28.2	26.1	24.0	17.4	23.7
LOC100130934	2.4	5.7	3.1	17.0	0.5	2.5	2.0	1.6	1.2	5.0	3.5
LOC100130935	5.5	5.3	15.8	3.3	12.4	6.6	2.3	2.2	3.0	6.0	0.0
LOC100130938	2.0	0.0	1.3	5.0	16.1	10.5	1.8	0.7	10.2	5.5	9.1
LOC100130940	0.0	0.0	2.5	0.1	0.0	0.0	0.0	1.1	0.4	0.5	1.6
LOC100130943	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130950	6.2	0.0	0.0	5.1	0.0	1.3	8.8	0.0	4.3	0.6	1.2
LOC100130951	8.5	0.7	0.0	2.9	0.0	0.0	1.9	0.0	0.3	2.4	0.8
LOC100130952	6.5	15.2	1.2	7.5	2.6	6.0	6.5	1.6	12.8	6.5	8.5
LOC100130953	0.0	1.0	0.4	0.0	5.5	5.2	0.9	1.1	3.3	0.0	1.4
LOC100130955	0.0	0.0	0.0	0.5	0.8	0.0	0.0	0.3	1.5	0.0	0.0
LOC100130958	0.0	0.0	0.0	0.0	0.0	1.6	1.8	0.0	3.0	0.1	0.5
LOC100130960	0.3	2.2	0.0	0.0	0.5	0.7	0.0	0.0	4.3	0.0	0.0
LOC100130964	0.0	0.9	1.7	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0
LOC100130966	0.0	0.0	0.0	0.0	1.1	0.0	1.0	0.0	0.0	0.0	0.0
LOC100130967	2.3	0.0	0.0	0.0	0.0	1.5	3.4	0.0	0.0	0.0	0.0
LOC100130979	1.3	0.0	1.6	0.0	2.2	1.1	3.5	1.3	1.9	4.3	1.6
LOC100130980	5316.4	5719.5	7188.9	7973.3	6692.3	5978.1	7666.1	5614.4	6667.6	7285.1	5468.4
LOC100130982	4.4	2.1	2.3	1.0	3.6	0.2	2.4	0.1	2.7	1.4	3.2
LOC100130987	3.7	7.6	0.0	1.4	0.0	4.4	0.0	6.0	2.4	0.0	0.0
LOC100130988	1.7	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.7	0.0
